"","variable","Heuchera_alba_avg"
"1",326,7.41156214737213e-05
"2",327.040816326531,0.000525603376116857
"3",328.081632653061,0.00108574682088859
"4",329.122448979592,0.0018528891688195
"5",330.163265306122,0.00474105656046936
"6",331.204081632653,0.00531106694864381
"7",332.244897959184,0.00764424945971095
"8",333.285714285714,0.00938886062865311
"9",334.326530612245,0.0128033341080163
"10",335.367346938775,0.0167042540469254
"11",336.408163265306,0.0189540771594057
"12",337.448979591837,0.021530564865902
"13",338.489795918367,0.0420029009463394
"14",339.530612244898,0.0209551853852399
"15",340.571428571429,0.0186079588287575
"16",341.612244897959,0.0209772210779264
"17",342.65306122449,0.0244512056656817
"18",343.69387755102,0.0241382277588163
"19",344.734693877551,0.0254697280794985
"20",345.775510204082,0.0321213791934632
"21",346.816326530612,0.0367206890214613
"22",347.857142857143,0.0374553927679905
"23",348.897959183673,0.0454854194206448
"24",349.938775510204,0.0422489167941108
"25",350.979591836735,0.0408895948967336
"26",352.020408163265,0.0381610271877626
"27",353.061224489796,0.0338912237806378
"28",354.102040816327,0.0316018887158051
"29",355.142857142857,0.0289515465908824
"30",356.183673469388,0.0276359571889314
"31",357.224489795918,0.0251442684553439
"32",358.265306122449,0.0238189600143807
"33",359.30612244898,0.0219194702835341
"34",360.34693877551,0.0215202907702828
"35",361.387755102041,0.0244059814679229
"36",362.428571428571,0.0236917878447467
"37",363.469387755102,0.0223784580830345
"38",364.510204081633,0.044334274615649
"39",365.551020408163,0.0221217350791662
"40",366.591836734694,0.0196551458932373
"41",367.632653061224,0.0163241778268745
"42",368.673469387755,0.0146643503931636
"43",369.714285714286,0.0106788430703887
"44",370.755102040816,0.0107628811180904
"45",371.795918367347,0.00731751571736686
"46",372.836734693878,0.00705585485044169
"47",373.877551020408,0.00530713198679675
"48",374.918367346939,0.00432271282751103
"49",375.959183673469,0.00189745164096686
"50",377,0.000297425995393231
