"","variable","Heuchera_richardsonii_avg"
"1",1.5,0.00351426350737186
"2",11.515306122449,0.483623113919512
"3",21.530612244898,0.323048081851703
"4",31.5459183673469,0.0905567053041777
"5",41.5612244897959,0.0423740790962377
"6",51.5765306122449,0.0240556740175945
"7",61.5918367346939,0.0116983186713832
"8",71.6071428571429,0.00726971981391286
"9",81.6224489795918,0.00439657624148919
"10",91.6377551020408,0.00326232876870795
"11",101.65306122449,0.00303357052921399
"12",111.668367346939,0.001697625704404
"13",121.683673469388,0.000547101121709735
"14",131.698979591837,0.000252793524606063
"15",141.714285714286,0.00018614263653568
"16",151.729591836735,0.000115667700686211
"17",161.744897959184,7.89645834404978e-05
"18",171.760204081633,5.7727611569724e-05
"19",181.775510204082,4.49881051797532e-05
"20",191.790816326531,3.56045034253096e-05
"21",201.80612244898,2.60655393485408e-05
"22",211.821428571429,2.25319656373048e-05
"23",221.836734693878,1.85169012480896e-05
"24",231.852040816327,1.27568521196659e-05
"25",241.867346938776,1.36659047901999e-05
"26",251.882653061224,1.17953317317377e-05
"27",261.897959183673,8.11911863146001e-06
"28",271.913265306122,4.97765456455286e-06
"29",281.928571428571,5.33030756989861e-06
"30",291.94387755102,5.67276144590201e-06
"31",301.959183673469,4.88360584302633e-06
"32",311.974489795918,3.96617669235985e-06
"33",321.989795918367,3.67486732966877e-06
"34",332.005102040816,3.62563472698767e-06
"35",342.020408163265,3.04064613183172e-06
"36",352.035714285714,2.32951932776137e-06
"37",362.051020408163,0
"38",372.066326530612,0
"39",382.081632653061,0
"40",392.09693877551,0
"41",402.112244897959,0
"42",412.127551020408,0
"43",422.142857142857,0
"44",432.158163265306,0
"45",442.173469387755,0
"46",452.188775510204,0
"47",462.204081632653,0
"48",472.219387755102,0
"49",482.234693877551,0
"50",492.25,0
