"","variable","Heuchera_glabra_avg"
"1",1,0.065792129814449
"2",125.428571428571,0.10555789171284
"3",249.857142857143,0.0995927222646118
"4",374.285714285714,0.0817630236529687
"5",498.714285714286,0.0729442270298605
"6",623.142857142857,0.0736606376604815
"7",747.571428571429,0.0684387374492911
"8",872,0.0767047160670421
"9",996.428571428571,0.0634048428175778
"10",1120.85714285714,0.0612889561077092
"11",1245.28571428571,0.0628704457120275
"12",1369.71428571429,0.0413001875996546
"13",1494.14285714286,0.0444973094520993
"14",1618.57142857143,0.026512251889946
"15",1743,0.0212340228295344
"16",1867.42857142857,0.0159608809401948
"17",1991.85714285714,0.00728592943102078
"18",2116.28571428571,0.00654830417499032
"19",2240.71428571429,0.00269023607130366
"20",2365.14285714286,0.00125923565386534
"21",2489.57142857143,0.000469144684265442
"22",2614,0.000124006453393079
"23",2738.42857142857,5.3475208574949e-05
"24",2862.85714285714,1.16423790827284e-05
"25",2987.28571428571,8.85534800597454e-06
"26",3111.71428571429,6.75584390812075e-06
"27",3236.14285714286,1.61381196417176e-06
"28",3360.57142857143,6.19657661025129e-07
"29",3485,1.93743941652002e-06
"30",3609.42857142857,3.68088824986891e-06
"31",3733.85714285714,2.03591379058435e-06
"32",3858.28571428571,1.86872443607338e-06
"33",3982.71428571429,2.08961402025541e-06
"34",4107.14285714286,9.1414441079896e-07
"35",4231.57142857143,8.98698558519873e-07
"36",4356,1.07445861524218e-06
"37",4480.42857142857,9.03640998107808e-07
"38",4604.85714285714,1.2018948451427e-06
"39",4729.28571428571,5.92864335017374e-07
"40",4853.71428571429,0
"41",4978.14285714286,0
"42",5102.57142857143,0
"43",5227,0
"44",5351.42857142857,0
"45",5475.85714285714,0
"46",5600.28571428571,0
"47",5724.71428571429,0
"48",5849.14285714286,0
"49",5973.57142857143,0
"50",6098,0
