"","variable","Heuchera_rubescens_avg"
"1",46,5.23084140535706e-06
"2",90.469387755102,0.000939804913606898
"3",134.938775510204,0.00591348778254627
"4",179.408163265306,0.0169406489547174
"5",223.877551020408,0.0735691085394847
"6",268.34693877551,0.0979778573036849
"7",312.816326530612,0.0747798266803268
"8",357.285714285714,0.0658563648260185
"9",401.755102040816,0.0567939509294759
"10",446.224489795918,0.0413813987519829
"11",490.69387755102,0.0347167782370658
"12",535.163265306122,0.0381274895669948
"13",579.632653061224,0.0441397907086111
"14",624.102040816327,0.0480956182225265
"15",668.571428571429,0.0488796876983068
"16",713.040816326531,0.0471578087563315
"17",757.510204081633,0.0351226296457949
"18",801.979591836735,0.0285790814267712
"19",846.448979591837,0.0218161520569561
"20",890.918367346939,0.0203834173333924
"21",935.387755102041,0.0213999336586468
"22",979.857142857143,0.0196474844188534
"23",1024.32653061224,0.0180829927597251
"24",1068.79591836735,0.0171902492528978
"25",1113.26530612245,0.0177229741719239
"26",1157.73469387755,0.0198105804139035
"27",1202.20408163265,0.019568334531106
"28",1246.67346938776,0.0140489763210595
"29",1291.14285714286,0.0116490511630813
"30",1335.61224489796,0.00979214347407685
"31",1380.08163265306,0.00778882953327742
"32",1424.55102040816,0.00556957413980994
"33",1469.02040816327,0.00467514239069388
"34",1513.48979591837,0.00380464493610488
"35",1557.95918367347,0.00269253352599678
"36",1602.42857142857,0.00158809626703091
"37",1646.89795918367,0.00107926628202691
"38",1691.36734693878,0.000931608123580512
"39",1735.83673469388,0.000859880359081812
"40",1780.30612244898,0.000392985840886958
"41",1824.77551020408,0.000104999868505699
"42",1869.24489795918,7.15543166311507e-05
"43",1913.71428571429,8.35699731834766e-05
"44",1958.18367346939,0.000144871781252547
"45",2002.65306122449,8.27958505458659e-05
"46",2047.12244897959,4.07934701162207e-05
"47",2091.59183673469,0
"48",2136.0612244898,0
"49",2180.5306122449,0
"50",2225,0
