"","variable","Heuchera_alba_avg"
"1",106,1.79502577216382e-06
"2",133.183673469388,0.00156364421829414
"3",160.367346938776,0.00563681643278184
"4",187.551020408163,0.0114493857344707
"5",214.734693877551,0.0171733091558169
"6",241.918367346939,0.0205801676079448
"7",269.102040816327,0.0233918493373307
"8",296.285714285714,0.0284580311475378
"9",323.469387755102,0.0252383333631378
"10",350.65306122449,0.0185364136561555
"11",377.836734693878,0.0261720446644154
"12",405.020408163265,0.0269700244590096
"13",432.204081632653,0.0283255523199055
"14",459.387755102041,0.0322143734744637
"15",486.571428571429,0.0298068239833834
"16",513.755102040816,0.028158575790255
"17",540.938775510204,0.0311105658732322
"18",568.122448979592,0.0309640981094342
"19",595.30612244898,0.03216746010228
"20",622.489795918367,0.0396842339310626
"21",649.673469387755,0.0329951665852474
"22",676.857142857143,0.0316117569514639
"23",704.040816326531,0.034718575135219
"24",731.224489795918,0.0399244487960549
"25",758.408163265306,0.0486605084821264
"26",785.591836734694,0.0393858222136781
"27",812.775510204082,0.0310780361951375
"28",839.959183673469,0.0260542294590048
"29",867.142857142857,0.0185633935048072
"30",894.326530612245,0.0243200391567176
"31",921.510204081633,0.0272396987973906
"32",948.69387755102,0.0179097135765874
"33",975.877551020408,0.0149222271081038
"34",1003.0612244898,0.01448004788018
"35",1030.24489795918,0.0143239189426607
"36",1057.42857142857,0.0209201419996803
"37",1084.61224489796,0.0181478767819589
"38",1111.79591836735,0.0125590527225629
"39",1138.97959183673,0.0149954023922932
"40",1166.16326530612,0.0123159162780983
"41",1193.34693877551,0.0107030797340462
"42",1220.5306122449,0.0117991751268076
"43",1247.71428571429,0.00701768720956625
"44",1274.89795918367,0.00538694877268615
"45",1302.08163265306,0.00446536403926511
"46",1329.26530612245,0.00317376250905477
"47",1356.44897959184,0.00254058134012164
"48",1383.63265306122,0.00218392992279563
"49",1410.81632653061,0
"50",1438,0
