"","variable","Heuchera_parviflora_avg"
"1",289,0
"2",290.714285714286,8.78536544556958e-07
"3",292.428571428571,2.28054884302743e-05
"4",294.142857142857,5.58301256428028e-05
"5",295.857142857143,7.17007069650589e-05
"6",297.571428571429,0.00030602969055401
"7",299.285714285714,0.00051888052836153
"8",301,0.000233413007234737
"9",302.714285714286,0.000830431406684765
"10",304.428571428571,0.00186035501882573
"11",306.142857142857,0.00316501256937696
"12",307.857142857143,0.00181078857395373
"13",309.571428571429,0.00400819475642256
"14",311.285714285714,0.00482155555786459
"15",313,0.0029088513827234
"16",314.714285714286,0.00728649121484846
"17",316.428571428571,0.0105076080105307
"18",318.142857142857,0.0133233468101395
"19",319.857142857143,0.00771154661853142
"20",321.571428571429,0.0171367849731285
"21",323.285714285714,0.0199255804527015
"22",325,0.0102717490046963
"23",326.714285714286,0.0218691301731957
"24",328.428571428571,0.0247304687267443
"25",330.142857142857,0.0140734385638219
"26",331.857142857143,0.0206811459688906
"27",333.571428571429,0.0431180661651989
"28",335.285714285714,0.0406903894026179
"29",337,0.0212691469118971
"30",338.714285714286,0.0403466904369321
"31",340.428571428571,0.0426755172409076
"32",342.142857142857,0.0214551397186379
"33",343.857142857143,0.0236281551900361
"34",345.571428571429,0.0446651897020548
"35",347.285714285714,0.0415945454714911
"36",349,0.0217329413510792
"37",350.714285714286,0.0480373970192271
"38",352.428571428571,0.0471089588181145
"39",354.142857142857,0.019730357242444
"40",355.857142857143,0.0144738616521691
"41",357.571428571429,0.0288003994352087
"42",359.285714285714,0.0350571595313173
"43",361,0.0230608527942698
"44",362.714285714286,0.0616938132931408
"45",364.428571428571,0.0729234312783962
"46",366.142857142857,0.030043999595051
"47",367.857142857143,0.00775430919460397
"48",369.571428571429,0.00711770353898067
"49",371.285714285714,0.000650419036385069
"50",373,0
