"","variable","Tellima_grandiflora_avg"
"1",0,0.797775006521911
"2",2.04081632653061,0.00968535976772478
"3",4.08163265306122,0.01248813666839
"4",6.12244897959184,0.0155537879495294
"5",8.16326530612245,0.0140604652553752
"6",10.2040816326531,0.010473690665718
"7",12.2448979591837,0.0155941193788358
"8",14.2857142857143,0.0218208553268439
"9",16.3265306122449,0.0114672616863106
"10",18.3673469387755,0.00795340973452185
"11",20.4081632653061,0.00874742175239737
"12",22.4489795918367,0.00840850051747428
"13",24.4897959183673,0.00952982604566615
"14",26.530612244898,0.0212498454244833
"15",28.5714285714286,0.0112859669476456
"16",30.6122448979592,0.00610632383134323
"17",32.6530612244898,0.00364242003819469
"18",34.6938775510204,0.00294227192496425
"19",36.734693877551,0.0026939331014692
"20",38.7755102040816,0.00173988892000465
"21",40.8163265306122,0.0018530855812667
"22",42.8571428571429,0.00110694784866337
"23",44.8979591836735,0.000453580682881883
"24",46.9387755102041,0.000311487789150893
"25",48.9795918367347,0.00101928945354993
"26",51.0204081632653,0.000557362297086065
"27",53.0612244897959,0.000229599611508355
"28",55.1020408163265,0.000214498010223297
"29",57.1428571428571,0.000162539767289068
"30",59.1836734693878,0.000148777452440079
"31",61.2244897959184,0.000100408472568694
"32",63.265306122449,0.000119143763743987
"33",65.3061224489796,6.00890819430195e-05
"34",67.3469387755102,5.14938897469397e-05
"35",69.3877551020408,6.22862983569079e-05
"36",71.4285714285714,4.71615842793911e-05
"37",73.469387755102,2.96537261640721e-05
"38",75.5102040816327,3.62612076409594e-05
"39",77.5510204081633,3.39268995718993e-05
"40",79.5918367346939,1.71010394567483e-05
"41",81.6326530612245,3.35067630446446e-05
"42",83.6734693877551,0.000114056858171241
"43",85.7142857142857,4.89402301933594e-06
"44",87.7551020408163,5.08122910303069e-06
"45",89.7959183673469,4.74838413910511e-06
"46",91.8367346938776,4.52682618704275e-06
"47",93.8775510204082,0
"48",95.9183673469388,0
"49",97.9591836734694,0
"50",100,0
