"","variable","Lithophragma_parviflorum_avg"
"1",0,0.0879040841070736
"2",0.745932364950376,0.139558273029017
"3",1.49186472990075,0.128816663222916
"4",2.23779709485113,0.107162372795285
"5",2.9837294598015,0.0917337992521633
"6",3.72966182475188,0.0799159220814049
"7",4.47559418970225,0.0684900182389462
"8",5.22152655465263,0.0588793489653879
"9",5.967458919603,0.0494129360712024
"10",6.71339128455338,0.0407274628228441
"11",7.45932364950376,0.033191839561333
"12",8.20525601445413,0.0274691441460477
"13",8.95118837940451,0.0213001747629848
"14",9.69712074435488,0.0165275422180904
"15",10.4430531093053,0.0118937106006619
"16",11.1889854742556,0.00910211703031703
"17",11.934917839206,0.00633742269385053
"18",12.6808502041564,0.00486695595899105
"19",13.4267825691068,0.00385542220122373
"20",14.1727149340571,0.00301348551384358
"21",14.9186472990075,0.00214810760165451
"22",15.6645796639579,0.00161006472725879
"23",16.4105120289083,0.00127060930534076
"24",17.1564443938586,0.000978960183583289
"25",17.902376758809,0.000794644810410139
"26",18.6483091237594,0.000630351921976247
"27",19.3942414887098,0.00047963264445871
"28",20.1401738536601,0.000394674853637296
"29",20.8861062186105,0.000334934023723957
"30",21.6320385835609,0.000267154355228824
"31",22.3779709485113,0.000190594429520678
"32",23.1239033134616,0.000178224665927535
"33",23.869835678412,0.000134175703089592
"34",24.6157680433624,0.000101916157955554
"35",25.3617004083128,9.67088044262086e-05
"36",26.1076327732631,6.88077385154619e-05
"37",26.8535651382135,5.91554399373365e-05
"38",27.5994975031639,3.61554718757847e-05
"39",28.3454298681143,3.33508471367379e-05
"40",29.0913622330646,2.00543707598848e-05
"41",29.837294598015,1.30266699987514e-05
"42",30.5832269629654,0
"43",31.3291593279158,0
"44",32.0750916928661,0
"45",32.8210240578165,0
"46",33.5669564227669,0
"47",34.3128887877173,0
"48",35.0588211526676,0
"49",35.804753517618,0
"50",36.5506858825684,0
