"","variable","Tellima_grandiflora_avg"
"1",130,0
"2",136.489795918367,0
"3",142.979591836735,0.000735739735527282
"4",149.469387755102,0.00127353004460572
"5",155.959183673469,0.00273773328910735
"6",162.448979591837,0.00361989065036039
"7",168.938775510204,0.0065922257132333
"8",175.428571428571,0.0092909219668454
"9",181.918367346939,0.0174808954060361
"10",188.408163265306,0.0162941772717357
"11",194.897959183673,0.0255141869139845
"12",201.387755102041,0.025978362257275
"13",207.877551020408,0.0340475378102558
"14",214.367346938776,0.0353798229905221
"15",220.857142857143,0.0484950619124913
"16",227.34693877551,0.0399029553153562
"17",233.836734693878,0.0471690460418907
"18",240.326530612245,0.0448639984810109
"19",246.816326530612,0.0575913412494402
"20",253.30612244898,0.0451340978985041
"21",259.795918367347,0.0600402435725672
"22",266.285714285714,0.0544728900493278
"23",272.775510204082,0.0426084440997381
"24",279.265306122449,0.0302280784276345
"25",285.755102040816,0.0351844527104501
"26",292.244897959184,0.0282873252421783
"27",298.734693877551,0.0284702079072472
"28",305.224489795918,0.0361888646158102
"29",311.714285714286,0.0337301640639852
"30",318.204081632653,0.0393437068592598
"31",324.69387755102,0.0304380382627013
"32",331.183673469388,0.0254267881304655
"33",337.673469387755,0.0180269617603159
"34",344.163265306122,0.0228404138246435
"35",350.65306122449,0.0148000621942758
"36",357.142857142857,0.0121152093012555
"37",363.632653061224,0.00709182966494028
"38",370.122448979592,0.00638710698010573
"39",376.612244897959,0.00464154437383559
"40",383.102040816327,0.00425701597448862
"41",389.591836734694,0.00191025967547701
"42",396.081632653061,0.000935847734275212
"43",402.571428571429,0.000322489655045567
"44",409.061224489796,0.000104640256054678
"45",415.551020408163,2.58362589558873e-05
"46",422.040816326531,1.24096540140458e-05
"47",428.530612244898,5.71112454805221e-06
"48",435.020408163265,1.72567719695916e-06
"49",441.510204081633,2.07001024146807e-07
"50",448,0
