"","variable","Mitella_furusei_avg"
"1",-36,0
"2",-31.6938775510204,0
"3",-27.3877551020408,0
"4",-23.0816326530612,1.10149002683178e-06
"5",-18.7755102040816,2.91365235449502e-06
"6",-14.469387755102,9.69011334233678e-06
"7",-10.1632653061225,2.02587997946688e-05
"8",-5.85714285714286,4.27571612483251e-05
"9",-1.55102040816327,7.04948114126249e-05
"10",2.75510204081633,7.51868068443082e-05
"11",7.06122448979592,0.000187137099756376
"12",11.3673469387755,0.000199041833127895
"13",15.6734693877551,0.000274712645546579
"14",19.9795918367347,0.000477377841037799
"15",24.2857142857143,0.00045094871364716
"16",28.5918367346939,0.000523678360442201
"17",32.8979591836735,0.000818172417147829
"18",37.2040816326531,0.000753064880116556
"19",41.5102040816327,0.000993275669024158
"20",45.8163265306122,0.00110965595995333
"21",50.1224489795918,0.0015857194930096
"22",54.4285714285714,0.00155973614466956
"23",58.734693877551,0.00201240726649975
"24",63.0408163265306,0.00294710296819054
"25",67.3469387755102,0.00307537309490677
"26",71.6530612244898,0.00371610191303054
"27",75.9591836734694,0.00623529295721153
"28",80.265306122449,0.00647566886148344
"29",84.5714285714286,0.00737073055875099
"30",88.8775510204081,0.0121297025039801
"31",93.1836734693877,0.0120948076427277
"32",97.4897959183673,0.0142358533103926
"33",101.795918367347,0.0187692259177145
"34",106.102040816327,0.0301796786345798
"35",110.408163265306,0.0334274601788731
"36",114.714285714286,0.0447207928034731
"37",119.020408163265,0.0695993053078894
"38",123.326530612245,0.0697086869607081
"39",127.632653061224,0.0812790352335351
"40",131.938775510204,0.115815870007751
"41",136.244897959184,0.0964193993355166
"42",140.551020408163,0.0878371304424075
"43",144.857142857143,0.102221137582386
"44",149.163265306122,0.0577126826834694
"45",153.469387755102,0.0524691780566788
"46",157.775510204082,0.0365109795171135
"47",162.081632653061,0.0177739663559318
"48",166.387755102041,0.00528866754760055
"49",170.69387755102,0.0007947767443456
"50",175,2.40617203493387e-05
