"","variable","Heuchera_mexicana_avg"
"1",0,0.0213184515826333
"2",0.737651824951171,0.0701239281672217
"3",1.47530364990234,0.0900031524189793
"4",2.21295547485351,0.0929223034248193
"5",2.95060729980469,0.0909013343664553
"6",3.68825912475586,0.0794078748504659
"7",4.42591094970703,0.0706017299810809
"8",5.1635627746582,0.0612768130464283
"9",5.90121459960937,0.0543318386322718
"10",6.63886642456054,0.047732943502241
"11",7.37651824951171,0.0419469148867112
"12",8.11417007446289,0.0369123341168866
"13",8.85182189941406,0.0327321610240572
"14",9.58947372436523,0.028791245221608
"15",10.3271255493164,0.0258422918626808
"16",11.0647773742676,0.0228854047806185
"17",11.8024291992187,0.0202129301547551
"18",12.5400810241699,0.0178314802758931
"19",13.2777328491211,0.0154822882843594
"20",14.0153846740723,0.0127750696534763
"21",14.7530364990234,0.011009215017459
"22",15.4906883239746,0.00924558290670515
"23",16.2283401489258,0.00829641856930949
"24",16.9659919738769,0.00710148740571053
"25",17.7036437988281,0.00573175943923577
"26",18.4412956237793,0.0049566019541446
"27",19.1789474487305,0.0038686321699442
"28",19.9165992736816,0.00324731418750394
"29",20.6542510986328,0.00274281760744308
"30",21.391902923584,0.00218079492771687
"31",22.1295547485351,0.001883599585094
"32",22.8672065734863,0.00148067814203455
"33",23.6048583984375,0.00105636177438637
"34",24.3425102233887,0.000782621761145412
"35",25.0801620483398,0.000621369707662212
"36",25.817813873291,0.000517829087262757
"37",26.5554656982422,0.000356648778723825
"38",27.2931175231933,0.000308166226533181
"39",28.0307693481445,0.000231182782488067
"40",28.7684211730957,0.000124283313700689
"41",29.5060729980469,8.7921269093791e-05
"42",30.243724822998,8.36695689621042e-05
"43",30.9813766479492,4.36438093630129e-05
"44",31.7190284729004,8.90977473449494e-06
"45",32.4566802978515,0
"46",33.1943321228027,0
"47",33.9319839477539,0
"48",34.6696357727051,0
"49",35.4072875976562,0
"50",36.1449394226074,0
