"","variable","Heuchera_sanguinea_avg"
"1",125,0
"2",196.34693877551,3.04186344865357e-05
"3",267.69387755102,7.94758761767204e-05
"4",339.040816326531,0.000112333885389452
"5",410.387755102041,0.000370489515603107
"6",481.734693877551,0.000908509684124706
"7",553.081632653061,0.000915926955254253
"8",624.428571428571,0.00178191192477061
"9",695.775510204082,0.00287180099483341
"10",767.122448979592,0.00404846133161341
"11",838.469387755102,0.00441978309791647
"12",909.816326530612,0.00768865293355732
"13",981.163265306123,0.0103754354407488
"14",1052.51020408163,0.010142695552474
"15",1123.85714285714,0.0203050989233562
"16",1195.20408163265,0.0272397512482812
"17",1266.55102040816,0.0336893690658827
"18",1337.89795918367,0.0319321059419742
"19",1409.24489795918,0.0478933851668149
"20",1480.59183673469,0.0566564990006598
"21",1551.9387755102,0.0494058589030888
"22",1623.28571428571,0.0544735136712574
"23",1694.63265306122,0.0541748782025256
"24",1765.97959183673,0.0458785736800731
"25",1837.32653061225,0.0383583317060538
"26",1908.67346938776,0.0484029194332704
"27",1980.02040816327,0.052121108725244
"28",2051.36734693878,0.042373540988839
"29",2122.71428571429,0.0639258234803105
"30",2194.0612244898,0.0720764761269938
"31",2265.40816326531,0.0592348806542004
"32",2336.75510204082,0.0430957975969828
"33",2408.10204081633,0.0481064518144705
"34",2479.44897959184,0.0290475679475504
"35",2550.79591836735,0.0109844342861675
"36",2622.14285714286,0.0116270431390993
"37",2693.48979591837,0.00683394700119295
"38",2764.83673469388,0.00335062855138952
"39",2836.18367346939,0.00165151626216852
"40",2907.5306122449,0.00115579877231257
"41",2978.87755102041,0.000551630549248372
"42",3050.22448979592,0.000526908071154481
"43",3121.57142857143,0.000482251009226353
"44",3192.91836734694,0.000388713704789274
"45",3264.26530612245,0.000107696423808348
"46",3335.61224489796,0.000137011193558541
"47",3406.95918367347,4.53314862525109e-05
"48",3478.30612244898,1.92614448534861e-05
"49",3549.65306122449,0
"50",3621,0
