"","variable","Heuchera_micrantha_avg"
"1",9.25,0
"2",10.8673469387755,0
"3",12.484693877551,0
"4",14.1020408163265,6.40307544101351e-05
"5",15.719387755102,0.000175230957611321
"6",17.3367346938776,0.000154789713206838
"7",18.9540816326531,0.000232934988767773
"8",20.5714285714286,0.00036799683317841
"9",22.1887755102041,0.000548703216902805
"10",23.8061224489796,0.00142666583003114
"11",25.4234693877551,0.00206148317063633
"12",27.0408163265306,0.00316559918903317
"13",28.6581632653061,0.00558545305959356
"14",30.2755102040816,0.00974711223917078
"15",31.8928571428571,0.0111484629304238
"16",33.5102040816327,0.0208263631567713
"17",35.1275510204082,0.0219939095959785
"18",36.7448979591837,0.0385234575157592
"19",38.3622448979592,0.0355554948083385
"20",39.9795918367347,0.0535597288632993
"21",41.5969387755102,0.046024399775483
"22",43.2142857142857,0.0728487678700191
"23",44.8316326530612,0.0860264680924099
"24",46.4489795918367,0.0852483563156033
"25",48.0663265306122,0.0887734090497859
"26",49.6836734693878,0.0803301195867842
"27",51.3010204081633,0.0872149487657881
"28",52.9183673469388,0.0637473992297896
"29",54.5357142857143,0.0423922049389958
"30",56.1530612244898,0.0357895002539729
"31",57.7704081632653,0.0341169771717665
"32",59.3877551020408,0.0214871638706281
"33",61.0051020408163,0.0214011956609233
"34",62.6224489795918,0.010417348657614
"35",64.2397959183673,0.00701215651574419
"36",65.8571428571429,0.00467987078906607
"37",67.4744897959184,0.00419310669344468
"38",69.0918367346939,0.00210784309144185
"39",70.7091836734694,0.000898278807853236
"40",72.3265306122449,0.00014455588480058
"41",73.9438775510204,8.51215497284176e-06
"42",75.5612244897959,0
"43",77.1785714285714,0
"44",78.7959183673469,0
"45",80.4132653061224,0
"46",82.030612244898,0
"47",83.6479591836735,0
"48",85.265306122449,0
"49",86.8826530612245,0
"50",88.5,0
