"","variable","Heuchera_caespitosa"
"1",127,0.1
"2",142,0.1
"3",129,0.1
"4",72,0.1
"5",120,0.1
"6",105,0.1
"7",97,0.1
"8",85,0.1
"9",125,0.1
"10",47,0.1
