"","variable","Heuchera_parvifolia_avg"
"1",2,4.93061978631941e-06
"2",4.94387755102041,0.000668562197681316
"3",7.88775510204082,0.0387723629079534
"4",10.8316326530612,0.0918728977173274
"5",13.7755102040816,0.0961136826452444
"6",16.719387755102,0.125704136891602
"7",19.6632653061224,0.0793526602261344
"8",22.6071428571429,0.0832849099076912
"9",25.5510204081633,0.0723602718213031
"10",28.4948979591837,0.0584706078756633
"11",31.4387755102041,0.0672312923781899
"12",34.3826530612245,0.0550320969382698
"13",37.3265306122449,0.0476099673857404
"14",40.2704081632653,0.036050305959472
"15",43.2142857142857,0.0313767094258747
"16",46.1581632653061,0.0244496892820372
"17",49.1020408163265,0.0195050933597014
"18",52.0459183673469,0.0172510842700196
"19",54.9897959183673,0.0128469873885642
"20",57.9336734693878,0.0119016667933393
"21",60.8775510204082,0.0103061548361518
"22",63.8214285714286,0.00835913326412291
"23",66.765306122449,0.00461541919740119
"24",69.7091836734694,0.00331230449892915
"25",72.6530612244898,0.00186923074910678
"26",75.5969387755102,0.000881900611116714
"27",78.5408163265306,0.000445572664352447
"28",81.484693877551,0.000166453003602115
"29",84.4285714285714,9.20053236793969e-05
"30",87.3724489795918,4.56990157447311e-05
"31",90.3163265306122,2.69244379044776e-05
"32",93.2602040816327,1.41032382268178e-05
"33",96.2040816326531,5.18316806625888e-06
"34",99.1479591836735,0
"35",102.091836734694,0
"36",105.035714285714,0
"37",107.979591836735,0
"38",110.923469387755,0
"39",113.867346938776,0
"40",116.811224489796,0
"41",119.755102040816,0
"42",122.698979591837,0
"43",125.642857142857,0
"44",128.586734693878,0
"45",131.530612244898,0
"46",134.474489795918,0
"47",137.418367346939,0
"48",140.362244897959,0
"49",143.30612244898,0
"50",146.25,0
