"","variable","Heuchera_rubescens_avg"
"1",1,6.19013269545316e-05
"2",2.87244897959184,0.0017012674028694
"3",4.74489795918367,0.0042610187951288
"4",6.61734693877551,0.00546153825900754
"5",8.48979591836735,0.00554407375446088
"6",10.3622448979592,0.00924762911741049
"7",12.234693877551,0.0182205395348843
"8",14.1071428571429,0.0507997444723374
"9",15.9795918367347,0.0504099672746912
"10",17.8520408163265,0.0711004756228534
"11",19.7244897959184,0.0704915525717592
"12",21.5969387755102,0.0812876800032736
"13",23.469387755102,0.0686765476102419
"14",25.3418367346939,0.0831750871553192
"15",27.2142857142857,0.0743080387548717
"16",29.0867346938775,0.0809734228030468
"17",30.9591836734694,0.0627188722660573
"18",32.8316326530612,0.0627200213169844
"19",34.7040816326531,0.0474225928597965
"20",36.5765306122449,0.0404198538750258
"21",38.4489795918367,0.0256205797263358
"22",40.3214285714286,0.0251743006615233
"23",42.1938775510204,0.014219562619387
"24",44.0663265306122,0.013836932753837
"25",45.9387755102041,0.00806084806939636
"26",47.8112244897959,0.00656136575085903
"27",49.6836734693878,0.00521725299320562
"28",51.5561224489796,0.00347733807914133
"29",53.4285714285714,0.00311148622498488
"30",55.3010204081633,0.00171918558981858
"31",57.1734693877551,0.00176875112123687
"32",59.0459183673469,0.00111008456189594
"33",60.9183673469388,0.000704827052782613
"34",62.7908163265306,0.000195308349735785
"35",64.6632653061224,0.000121725119749457
"36",66.5357142857143,8.93094603681317e-05
"37",68.4081632653061,9.31708876780137e-06
"38",70.280612244898,0
"39",72.1530612244898,0
"40",74.0255102040816,0
"41",75.8979591836735,0
"42",77.7704081632653,0
"43",79.6428571428571,0
"44",81.515306122449,0
"45",83.3877551020408,0
"46",85.2602040816327,0
"47",87.1326530612245,0
"48",89.0051020408163,0
"49",90.8775510204082,0
"50",92.75,0
