"","variable","Heuchera_glabra_avg"
"1",-267,0
"2",-259.081632653061,0
"3",-251.163265306122,0
"4",-243.244897959184,0
"5",-235.326530612245,0
"6",-227.408163265306,0
"7",-219.489795918367,0
"8",-211.571428571429,1.51645861154449e-07
"9",-203.65306122449,1.32016578356577e-06
"10",-195.734693877551,1.6194320102581e-07
"11",-187.816326530612,5.13279374328303e-07
"12",-179.897959183673,1.55090787492892e-06
"13",-171.979591836735,1.35645568234034e-06
"14",-164.061224489796,1.95377635193119e-06
"15",-156.142857142857,1.17696932809731e-06
"16",-148.224489795918,2.84788189412197e-06
"17",-140.30612244898,1.47793562273459e-06
"18",-132.387755102041,4.04559355816515e-07
"19",-124.469387755102,9.1517338340098e-07
"20",-116.551020408163,4.51907743286311e-06
"21",-108.632653061224,1.74265491871038e-05
"22",-100.714285714286,7.06332790876857e-05
"23",-92.7959183673469,0.000233251652253649
"24",-84.8775510204082,0.000537674734926853
"25",-76.9591836734694,0.00101929924721578
"26",-69.0408163265306,0.0019985723935241
"27",-61.1224489795918,0.00419805082588061
"28",-53.2040816326531,0.00718063935246482
"29",-45.2857142857143,0.0144833045338303
"30",-37.3673469387755,0.0232181639541453
"31",-29.4489795918367,0.0392624885012786
"32",-21.530612244898,0.0602409762717555
"33",-13.6122448979592,0.0676683000534048
"34",-5.69387755102042,0.0693841155070358
"35",2.22448979591837,0.0808100542398718
"36",10.1428571428572,0.0890684145087266
"37",18.0612244897959,0.0962071749143796
"38",25.9795918367347,0.0932750300347226
"39",33.8979591836735,0.0898326532382631
"40",41.8163265306122,0.062589819481407
"41",49.734693877551,0.0468130317112463
"42",57.6530612244898,0.0402323820208959
"43",65.5714285714286,0.0321457020285226
"44",73.4897959183673,0.0247315665169069
"45",81.4081632653061,0.0197249508333217
"46",89.3265306122449,0.0146358118029954
"47",97.2448979591837,0.013310943897086
"48",105.163265306122,0.00639370266255194
"49",113.081632653061,0.000495221811211135
"50",121,0
