"","variable","diplomenziesii_avg"
"1",1,0.018257553660152
"2",85.7755102040816,0.0792560602347922
"3",170.551020408163,0.0431449831217641
"4",255.326530612245,0.0532060351942439
"5",340.102040816327,0.0720079240161575
"6",424.877551020408,0.0566138814988632
"7",509.65306122449,0.0649461277004499
"8",594.428571428571,0.0579340252908301
"9",679.204081632653,0.0551428797316959
"10",763.979591836735,0.063192375984346
"11",848.755102040816,0.055044993015426
"12",933.530612244898,0.0611238103985642
"13",1018.30612244898,0.0468240336992045
"14",1103.08163265306,0.0427674672565406
"15",1187.85714285714,0.0460336004316125
"16",1272.63265306122,0.0338481656382869
"17",1357.40816326531,0.028436338981392
"18",1442.18367346939,0.0285392195036276
"19",1526.95918367347,0.0221229577865104
"20",1611.73469387755,0.0214045331198867
"21",1696.51020408163,0.0149031907891742
"22",1781.28571428571,0.0124132554269751
"23",1866.0612244898,0.0110862928003878
"24",1950.83673469388,0.00567222003984552
"25",2035.61224489796,0.00342560919234054
"26",2120.38775510204,0.00138133993396248
"27",2205.16326530612,0.0007928695722033
"28",2289.9387755102,0.000344385878629205
"29",2374.71428571429,9.61703394220673e-05
"30",2459.48979591837,3.21184589794366e-05
"31",2544.26530612245,1.92245629370582e-05
"32",2629.04081632653,4.90624346336179e-06
"33",2713.81632653061,9.87011775534157e-06
"34",2798.59183673469,2.1777954328069e-06
"35",2883.36734693878,0
"36",2968.14285714286,0
"37",3052.91836734694,0
"38",3137.69387755102,0
"39",3222.4693877551,0
"40",3307.24489795918,0
"41",3392.02040816327,0
"42",3476.79591836735,0
"43",3561.57142857143,0
"44",3646.34693877551,0
"45",3731.12244897959,0
"46",3815.89795918367,0
"47",3900.67346938775,0
"48",3985.44897959184,0
"49",4070.22448979592,0
"50",4155,0
