"","variable","Mitella_pentandra_avg"
"1",2,0.000633717332805827
"2",15.4489795918367,0.00720885034103012
"3",28.8979591836735,0.0179438060141671
"4",42.3469387755102,0.0549545249655353
"5",55.7959183673469,0.0718490963584998
"6",69.2448979591837,0.0987844167825257
"7",82.6938775510204,0.115510709129728
"8",96.1428571428571,0.0930668539815664
"9",109.591836734694,0.103025153037323
"10",123.040816326531,0.0972263606396349
"11",136.489795918367,0.0923856082892344
"12",149.938775510204,0.0710850754790625
"13",163.387755102041,0.0429648769559985
"14",176.836734693878,0.0235060334952143
"15",190.285714285714,0.0176326883626822
"16",203.734693877551,0.0139856438340229
"17",217.183673469388,0.00972085973901711
"18",230.632653061224,0.0073550672498719
"19",244.081632653061,0.00522219558989519
"20",257.530612244898,0.00500133980493506
"21",270.979591836735,0.00491087014588628
"22",284.428571428571,0.00627632068734379
"23",297.877551020408,0.00611094817244736
"24",311.326530612245,0.00573719380833434
"25",324.775510204082,0.00454331582068802
"26",338.224489795918,0.00387426762210507
"27",351.673469387755,0.00329145484783289
"28",365.122448979592,0.00267372138735226
"29",378.571428571429,0.00243877925316105
"30",392.020408163265,0.00221715790526972
"31",405.469387755102,0.00197956504863256
"32",418.918367346939,0.00209077247279442
"33",432.367346938775,0.00164146555068435
"34",445.816326530612,0.000948749296990947
"35",459.265306122449,0.000726978181069918
"36",472.714285714286,0.000561267849497895
"37",486.163265306122,0.000394932481259733
"38",499.612244897959,0.000302412348913933
"39",513.061224489796,0.000134922685200556
"40",526.510204081633,6.98688593194943e-05
"41",539.959183673469,1.21581924656915e-05
"42",553.408163265306,0
"43",566.857142857143,0
"44",580.30612244898,0
"45",593.755102040816,0
"46",607.204081632653,0
"47",620.65306122449,0
"48",634.102040816327,0
"49",647.551020408163,0
"50",661,0
