"","variable","Heuchera_abramsii_avg"
"1",238,1.36235797515764e-06
"2",251.65306122449,9.57372223334904e-06
"3",265.30612244898,2.71470402769682e-05
"4",278.959183673469,1.35013158896193e-05
"5",292.612244897959,1.17113022229568e-05
"6",306.265306122449,1.06846856523659e-05
"7",319.918367346939,1.80142135266806e-05
"8",333.571428571429,5.5587280490199e-05
"9",347.224489795918,9.20374047277979e-05
"10",360.877551020408,7.10735251302156e-05
"11",374.530612244898,7.09408417875585e-05
"12",388.183673469388,6.35198246024144e-05
"13",401.836734693878,4.44866922679979e-05
"14",415.489795918367,4.53957544268268e-05
"15",429.142857142857,4.9539189723917e-05
"16",442.795918367347,3.84776076291982e-05
"17",456.448979591837,4.26904829975597e-05
"18",470.102040816327,4.91364163700156e-05
"19",483.755102040816,4.89018077871672e-05
"20",497.408163265306,4.92188938665462e-05
"21",511.061224489796,6.64327735257638e-05
"22",524.714285714286,4.94459532106835e-05
"23",538.367346938776,5.28114249019842e-05
"24",552.020408163265,7.2171878285779e-05
"25",565.673469387755,0.000113549310385319
"26",579.326530612245,0.000123157677501604
"27",592.979591836735,0.000136031759031007
"28",606.632653061225,0.000156432587114165
"29",620.285714285714,0.000193983712320212
"30",633.938775510204,0.000170869541699465
"31",647.591836734694,0.00029092734537558
"32",661.244897959184,0.000236250455087557
"33",674.897959183673,0.00027537229621597
"34",688.551020408163,0.000329229686985481
"35",702.204081632653,0.000354828012545935
"36",715.857142857143,0.00329632294161862
"37",729.510204081633,0.0131972744164612
"38",743.163265306122,0.0172048188904659
"39",756.816326530612,0.0274209833753859
"40",770.469387755102,0.0659901989454164
"41",784.122448979592,0.0894168140595223
"42",797.775510204082,0.181563778448175
"43",811.428571428571,0.133573550153487
"44",825.081632653061,0.138978482176885
"45",838.734693877551,0.0949546920319256
"46",852.387755102041,0.099539054693998
"47",866.040816326531,0.0574350050243577
"48",879.69387755102,0.000789337328298816
"49",893.34693877551,0
"50",907,0.0732051927402314
