"","variable","Heuchera_parvifolia_avg"
"1",-66,0
"2",-60.4489795918367,2.9119858814632e-05
"3",-54.8979591836735,0.000127814033583369
"4",-49.3469387755102,0.000590282341220726
"5",-43.7959183673469,0.00120406910710346
"6",-38.2448979591837,0.00324767001716059
"7",-32.6938775510204,0.00681925789364362
"8",-27.1428571428571,0.00949960316298779
"9",-21.5918367346939,0.0161394253806558
"10",-16.0408163265306,0.0181584736377214
"11",-10.4897959183673,0.0281284647776286
"12",-4.93877551020408,0.027348769152564
"13",0.612244897959187,0.0387454933047896
"14",6.16326530612245,0.0363006793701136
"15",11.7142857142857,0.0501983224187808
"16",17.265306122449,0.0561780918256647
"17",22.8163265306122,0.0478215152769145
"18",28.3673469387755,0.0577743971566094
"19",33.9183673469388,0.0492053378215167
"20",39.469387755102,0.0617065753120688
"21",45.0204081632653,0.0553846418196738
"22",50.5714285714286,0.0707172065226933
"23",56.1224489795918,0.0543277457791677
"24",61.6734693877551,0.060018836666865
"25",67.2244897959184,0.0526766934740841
"26",72.7755102040816,0.0379919797496592
"27",78.3265306122449,0.0421789120094079
"28",83.8775510204082,0.0301535558738137
"29",89.4285714285714,0.023907697000034
"30",94.9795918367347,0.0133485075475134
"31",100.530612244898,0.0124295496844374
"32",106.081632653061,0.00852200908333451
"33",111.632653061224,0.00825759247855258
"34",117.183673469388,0.00522415426909187
"35",122.734693877551,0.00466674537649149
"36",128.285714285714,0.00361872263593803
"37",133.836734693878,0.00212675241741255
"38",139.387755102041,0.00182474561061665
"39",144.938775510204,0.00105738656133586
"40",150.489795918367,0.000861591978582597
"41",156.040816326531,0.000651620104634757
"42",161.591836734694,0.000418040653436546
"43",167.142857142857,0.000192898721824875
"44",172.69387755102,0.00013155447871922
"45",178.244897959184,6.0753603971634e-05
"46",183.795918367347,2.05868806130528e-05
"47",189.34693877551,5.42582705755416e-06
"48",194.897959183673,7.31341494423108e-07
"49",200.448979591837,0
"50",206,0
