"","variable","Mitella_furusei_avg"
"1",0,0.0205770252231425
"2",0.568217491617008,0.0718737206684826
"3",1.13643498323402,0.083660875748776
"4",1.70465247485102,0.0869852268487072
"5",2.27286996646803,0.0871189384042493
"6",2.84108745808504,0.0895855047514301
"7",3.40930494970205,0.0804034551801847
"8",3.97752244131906,0.0706489019753629
"9",4.54573993293607,0.061538111847615
"10",5.11395742455307,0.0540264825646547
"11",5.68217491617008,0.0475382085025726
"12",6.25039240778709,0.0401739798065092
"13",6.8186098994041,0.0341736059714212
"14",7.38682739102111,0.0278052572028748
"15",7.95504488263811,0.0241870909657778
"16",8.52326237425512,0.0196879453516607
"17",9.09147986587213,0.0166702313547268
"18",9.65969735748914,0.0135142560943599
"19",10.2279148491061,0.0110474028141078
"20",10.7961323407232,0.00937571160284374
"21",11.3643498323402,0.00795408247002835
"22",11.9325673239572,0.00665620645493262
"23",12.5007848155742,0.00549165627245595
"24",13.0690023071912,0.0044826936684708
"25",13.6372197988082,0.0038007278113607
"26",14.2054372904252,0.00314952928617053
"27",14.7736547820422,0.00270483934869744
"28",15.3418722736592,0.00241324380977716
"29",15.9100897652762,0.00210863185548999
"30",16.4783072568932,0.00178755871585048
"31",17.0465247485102,0.00175724685858122
"32",17.6147422401273,0.001350420286741
"33",18.1829597317443,0.00110051073580923
"34",18.7511772233613,0.000985572233149748
"35",19.3193947149783,0.000771845940643265
"36",19.8876122065953,0.000726397083314566
"37",20.4558296982123,0.000586279950115694
"38",21.0240471898293,0.000469724767473961
"39",21.5922646814463,0.00037343520788252
"40",22.1604821730633,0.000231066011853965
"41",22.7286996646803,0.000189720392492735
"42",23.2969171562973,0.000168945922109265
"43",23.8651346479143,0.000109405620076675
"44",24.4333521395314,3.83264170626603e-05
"45",25.0015696311484,0
"46",25.5697871227654,0
"47",26.1380046143824,0
"48",26.7062221059994,0
"49",27.2744395976164,0
"50",27.8426570892334,0
