"","variable","Telesonix_jamesii_avg"
"1",-66,0
"2",-62.3061224489796,0
"3",-58.6122448979592,0.000629307917589728
"4",-54.9183673469388,0.00127605151874994
"5",-51.2244897959184,0.00261363822911494
"6",-47.530612244898,0.0052318241721254
"7",-43.8367346938776,0.0080648841326455
"8",-40.1428571428571,0.00914532549817489
"9",-36.4489795918367,0.0175376604312866
"10",-32.7551020408163,0.0269456344467204
"11",-29.0612244897959,0.0271414097247674
"12",-25.3673469387755,0.0440026800821611
"13",-21.6734693877551,0.0542733189786849
"14",-17.9795918367347,0.0451065500578884
"15",-14.2857142857143,0.0651409432058723
"16",-10.5918367346939,0.0694765355783252
"17",-6.89795918367347,0.0516655114132524
"18",-3.20408163265306,0.0663051676178102
"19",0.489795918367349,0.0638195809087807
"20",4.18367346938776,0.0595004837908716
"21",7.87755102040816,0.0419960173261591
"22",11.5714285714286,0.051900863976154
"23",15.265306122449,0.0483253026050064
"24",18.9591836734694,0.0333677729667164
"25",22.6530612244898,0.0385511632151396
"26",26.3469387755102,0.0338696147079001
"27",30.0408163265306,0.0224333685498551
"28",33.734693877551,0.0260328521074839
"29",37.4285714285714,0.0203109891347864
"30",41.1224489795918,0.01350045724476
"31",44.8163265306122,0.0143249650620937
"32",48.5102040816327,0.0116242326572091
"33",52.2040816326531,0.00836384056413856
"34",55.8979591836735,0.00549257282126943
"35",59.5918367346939,0.00489549651764509
"36",63.2857142857143,0.00320207807710475
"37",66.9795918367347,0.00144562320371207
"38",70.6734693877551,0.00129725748300488
"39",74.3673469387755,0.000704427373338919
"40",78.0612244897959,0.000246651441876124
"41",81.7551020408163,0.0001550039404737
"42",85.4489795918367,5.313110338283e-05
"43",89.1428571428571,1.48024560632542e-05
"44",92.8367346938776,9.5542069379427e-06
"45",96.530612244898,3.45126343716824e-06
"46",100.224489795918,1.299488772154e-06
"47",103.918367346939,3.8400120839747e-07
"48",107.612244897959,2.50230902666098e-07
"49",111.30612244898,6.85686467802564e-08
"50",115,0
