"","variable","Heuchera_eastwoodiae_avg"
"1",57.5,0
"2",58.0510204081633,0
"3",58.6020408163265,0.00381761349868728
"4",59.1530612244898,0.00158449583840717
"5",59.7040816326531,0.0155271781356842
"6",60.2551020408163,0.0240291398271399
"7",60.8061224489796,0.0117794997504262
"8",61.3571428571429,0.0329723094814776
"9",61.9081632653061,0.0174717022189916
"10",62.4591836734694,0.0470301117559107
"11",63.0102040816327,0.0257005207980997
"12",63.5612244897959,0.0469712876428907
"13",64.1122448979592,0.0106251746607899
"14",64.6632653061225,0.0696806309046011
"15",65.2142857142857,0.0145917294133476
"16",65.765306122449,0.0942843807718676
"17",66.3163265306122,0.0789132081392852
"18",66.8673469387755,0.0310649574355734
"19",67.4183673469388,0.0735124699085482
"20",67.969387755102,0.0263649221649136
"21",68.5204081632653,0.097851369195734
"22",69.0714285714286,0.0121085714059
"23",69.6224489795918,0.0771547933908925
"24",70.1734693877551,0.0095608249979413
"25",70.7244897959184,0.0572969969237287
"26",71.2755102040816,0.0311498370885903
"27",71.8265306122449,0.00998765977614983
"28",72.3775510204082,0.0223684141111646
"29",72.9285714285714,0.00766202167805456
"30",73.4795918367347,0.0163755858827264
"31",74.030612244898,0.00198873943369638
"32",74.5816326530612,0.00931560879976211
"33",75.1326530612245,0.00134025078047961
"34",75.6836734693878,0.0061097418412172
"35",76.234693877551,0.00389553649242659
"36",76.7857142857143,0.00107394186927005
"37",77.3367346938775,0.00232525148829542
"38",77.8877551020408,0.000899428880984371
"39",78.4387755102041,0.00162776320741766
"40",78.9897959183673,0.000601631745140866
"41",79.5408163265306,0.00111821378778473
"42",80.0918367346939,0.000234500480335633
"43",80.6428571428571,0.000877820078812871
"44",81.1938775510204,0.000102493313335613
"45",81.7448979591837,0.000589473390136105
"46",82.2959183673469,0.000309711026489737
"47",82.8469387755102,6.87063086311848e-05
"48",83.3979591836735,7.53525601276399e-05
"49",83.9489795918367,8.42771813199266e-06
"50",84.5,0
