"","variable","Mitella_stauropetala_avg"
"1",2,0.0001751096944274
"2",6.08673469387755,0.0041572011969298
"3",10.1734693877551,0.0229376688905989
"4",14.2602040816327,0.0530153480082738
"5",18.3469387755102,0.0714758158367142
"6",22.4336734693878,0.0887218112579839
"7",26.5204081632653,0.101130148056212
"8",30.6071428571429,0.0888360326205201
"9",34.6938775510204,0.0951325735779207
"10",38.780612244898,0.0983900451373196
"11",42.8673469387755,0.0645374388130014
"12",46.9540816326531,0.0587533026811725
"13",51.0408163265306,0.0535496914419132
"14",55.1275510204082,0.0418627479751663
"15",59.2142857142857,0.0456642497812635
"16",63.3010204081633,0.0363122323124778
"17",67.3877551020408,0.0234428227369135
"18",71.4744897959184,0.0194968843839173
"19",75.5612244897959,0.0121763150269243
"20",79.6479591836735,0.00875515550900727
"21",83.734693877551,0.0057510203027751
"22",87.8214285714286,0.0026760330632815
"23",91.9081632653061,0.0016095218849055
"24",95.9948979591837,0.000776641100827985
"25",100.081632653061,0.000336541068344735
"26",104.168367346939,0.000182260606659503
"27",108.255102040816,9.79084850392585e-05
"28",112.341836734694,4.74785495093029e-05
"29",116.428571428571,0
"30",120.515306122449,0
"31",124.602040816327,0
"32",128.688775510204,0
"33",132.775510204082,0
"34",136.862244897959,0
"35",140.948979591837,0
"36",145.035714285714,0
"37",149.122448979592,0
"38",153.209183673469,0
"39",157.295918367347,0
"40",161.382653061224,0
"41",165.469387755102,0
"42",169.55612244898,0
"43",173.642857142857,0
"44",177.729591836735,0
"45",181.816326530612,0
"46",185.90306122449,0
"47",189.989795918367,0
"48",194.076530612245,0
"49",198.163265306122,0
"50",202.25,0
