"","variable","Heuchera_longiflora_avg"
"1",213,0
"2",218.632653061224,0.00602266901939986
"3",224.265306122449,0.0540622515727284
"4",229.897959183673,0.101817824009559
"5",235.530612244898,0.0958986318909817
"6",241.163265306122,0.0867069142172966
"7",246.795918367347,0.138132451930262
"8",252.428571428571,0.143382103647836
"9",258.061224489796,0.088366161949768
"10",263.69387755102,0.0818241824915417
"11",269.326530612245,0.0709638874719288
"12",274.959183673469,0.0444376973627178
"13",280.591836734694,0.031665345845835
"14",286.224489795918,0.0245027463135121
"15",291.857142857143,0.0134565485937101
"16",297.489795918367,0.00787657621235558
"17",303.122448979592,0.00327467278376222
"18",308.755102040816,0.00279101360042246
"19",314.387755102041,0.00175197169343574
"20",320.020408163265,0.000784181760470061
"21",325.65306122449,0.000593686488534493
"22",331.285714285714,0.000444661187643519
"23",336.918367346939,0.000275560936076829
"24",342.551020408163,0.000252303372484212
"25",348.183673469388,0.000190866042669888
"26",353.816326530612,0.00011658971516357
"27",359.448979591837,0.00010603261498949
"28",365.081632653061,6.89063272993521e-05
"29",370.714285714286,6.18997307199154e-05
"30",376.34693877551,4.86151946506915e-05
"31",381.979591836735,3.25245868018824e-05
"32",387.612244897959,2.61043584977424e-05
"33",393.244897959184,2.04149008392475e-05
"34",398.877551020408,1.31067783609484e-05
"35",404.510204081633,1.04997091386197e-05
"36",410.142857142857,5.83982636734121e-06
"37",415.775510204082,4.5613010362629e-06
"38",421.408163265306,3.26768756628609e-06
"39",427.040816326531,1.82582821485603e-06
"40",432.673469387755,1.69405964029644e-06
"41",438.30612244898,1.21653403439258e-06
"42",443.938775510204,6.54483540910232e-07
"43",449.571428571429,4.90563995665076e-07
"44",455.204081632653,3.30399726240283e-07
"45",460.836734693878,1.96441919643372e-07
"46",466.469387755102,1.56059635449107e-07
"47",472.102040816327,9.09499681877864e-08
"48",477.734693877551,5.71514491173316e-08
"49",483.367346938776,1.31003606787751e-08
"50",489,1.3011510112501e-09
