"","variable","Heuchera_rubescens_avg"
"1",-58,0
"2",-51.9387755102041,0
"3",-45.8775510204082,0
"4",-39.8163265306122,0
"5",-33.7551020408163,0
"6",-27.6938775510204,0
"7",-21.6326530612245,0.00154883942632198
"8",-15.5714285714286,0.00374146068352914
"9",-9.51020408163265,0.00712232527099192
"10",-3.44897959183673,0.00973545679705158
"11",2.61224489795919,0.0135214576627376
"12",8.67346938775511,0.0170848846374914
"13",14.734693877551,0.0200541870212709
"14",20.7959183673469,0.022076660443675
"15",26.8571428571429,0.0255497412383248
"16",32.9183673469388,0.0327048600639058
"17",38.9795918367347,0.0488256743505059
"18",45.0408163265306,0.0526599239584153
"19",51.1020408163265,0.060735319201847
"20",57.1632653061225,0.0636136091601085
"21",63.2244897959184,0.068549486873093
"22",69.2857142857143,0.0647471949421474
"23",75.3469387755102,0.061009000875753
"24",81.4081632653061,0.0565800376278741
"25",87.469387755102,0.0494283002941043
"26",93.530612244898,0.0428561065859458
"27",99.5918367346939,0.0403770324234518
"28",105.65306122449,0.0384820972997928
"29",111.714285714286,0.0337174048123114
"30",117.775510204082,0.0309137351480897
"31",123.836734693878,0.0250301663304599
"32",129.897959183673,0.0232245206304205
"33",135.959183673469,0.0185478660593296
"34",142.020408163265,0.0194123364018762
"35",148.081632653061,0.0128566972979735
"36",154.142857142857,0.00998765952497245
"37",160.204081632653,0.00812143149584064
"38",166.265306122449,0.0066350992025335
"39",172.326530612245,0.00406884439768776
"40",178.387755102041,0.00222091594607015
"41",184.448979591837,0.0014058124556657
"42",190.510204081633,0.00105107201467107
"43",196.571428571429,0.000706257166332923
"44",202.632653061225,0.000510580089965744
"45",208.69387755102,0.000323128804569474
"46",214.755102040816,0.000171218528942486
"47",220.816326530612,6.759072008055e-05
"48",226.877551020408,2.12915724639305e-05
"49",232.938775510204,2.71456140375833e-06
"50",239,0
