"","variable","Heuchera_richardsonii_avg"
"1",287,0
"2",292.224489795918,0
"3",297.448979591837,0
"4",302.673469387755,0
"5",307.897959183673,8.09547420303081e-07
"6",313.122448979592,4.3389936219003e-06
"7",318.34693877551,9.90355437349036e-06
"8",323.571428571429,4.99595162802505e-05
"9",328.795918367347,8.73395084510579e-05
"10",334.020408163265,0.000107326327451679
"11",339.244897959184,0.000125372156141568
"12",344.469387755102,0.000234935269939037
"13",349.69387755102,0.000368835441672045
"14",354.918367346939,0.00116848113100054
"15",360.142857142857,0.00234744160167911
"16",365.367346938775,0.00331413659709459
"17",370.591836734694,0.0062300239680755
"18",375.816326530612,0.0101700450698195
"19",381.040816326531,0.0157384180383446
"20",386.265306122449,0.0269451056244984
"21",391.489795918367,0.0518255003552852
"22",396.714285714286,0.0661064238569615
"23",401.938775510204,0.0558515444628522
"24",407.163265306122,0.0374239194874499
"25",412.387755102041,0.0311837072151563
"26",417.612244897959,0.02987881233437
"27",422.836734693878,0.0347840518626246
"28",428.061224489796,0.0360599710394253
"29",433.285714285714,0.0395161645012244
"30",438.510204081633,0.047057944609389
"31",443.734693877551,0.0275199782137205
"32",448.959183673469,0.0294438744754315
"33",454.183673469388,0.0366672856662816
"34",459.408163265306,0.0455126549370844
"35",464.632653061224,0.0459013325935133
"36",469.857142857143,0.0444032357344154
"37",475.081632653061,0.0432622810646994
"38",480.30612244898,0.0545970002892229
"39",485.530612244898,0.0758000157077973
"40",490.755102040816,0.0402512433142947
"41",495.979591836735,0.0156023420076904
"42",501.204081632653,0.0132708450392155
"43",506.428571428571,0.00900223256711683
"44",511.65306122449,0.00679467973544516
"45",516.877551020408,0.00439037714960702
"46",522.102040816327,0.00353040159522246
"47",527.326530612245,0.00231100750808188
"48",532.551020408163,0.00120453977573881
"49",537.775510204082,0.00342336871926391
"50",543,0.000520791835555078
