"","variable","Lithophragma_parviflorum_avg"
"1",9.25,0
"2",10.7295918367347,0
"3",12.2091836734694,0
"4",13.6887755102041,9.22659806676392e-05
"5",15.1683673469388,0.000417199487032551
"6",16.6479591836735,0.00047348862622118
"7",18.1275510204082,0.000778840634641391
"8",19.6071428571429,0.00110324175685703
"9",21.0867346938776,0.00182808187045657
"10",22.5663265306122,0.00269757916529703
"11",24.0459183673469,0.00292719095936816
"12",25.5255102040816,0.00461271431490052
"13",27.0051020408163,0.00421364952510242
"14",28.484693877551,0.00862830780839806
"15",29.9642857142857,0.0116565359351247
"16",31.4438775510204,0.0185566966252233
"17",32.9234693877551,0.0246848799615138
"18",34.4030612244898,0.0344448664469775
"19",35.8826530612245,0.0442942398238352
"20",37.3622448979592,0.0448373670163385
"21",38.8418367346939,0.0525344678091449
"22",40.3214285714286,0.0460276557332946
"23",41.8010204081633,0.0640223372711402
"24",43.280612244898,0.0616814389247104
"25",44.7602040816327,0.0810052990022702
"26",46.2397959183673,0.054311282322708
"27",47.719387755102,0.0613593602364279
"28",49.1989795918367,0.0809126120811684
"29",50.6785714285714,0.0659799798025019
"30",52.1581632653061,0.0624990022031352
"31",53.6377551020408,0.0414024873802924
"32",55.1173469387755,0.0381172789536999
"33",56.5969387755102,0.0255809299354523
"34",58.0765306122449,0.0235784735843833
"35",59.5561224489796,0.0149178999374782
"36",61.0357142857143,0.0101700637352047
"37",62.515306122449,0.00460795841452681
"38",63.9948979591837,0.00230583913535908
"39",65.4744897959184,0.00160046124874617
"40",66.9540816326531,0.000862932775376142
"41",68.4336734693878,0.000196256450117501
"42",69.9132653061224,5.28061214628588e-05
"43",71.3928571428571,2.20767776886484e-05
"44",72.8724489795918,3.95422575489305e-06
"45",74.3520408163265,0
"46",75.8316326530612,0
"47",77.3112244897959,0
"48",78.7908163265306,0
"49",80.2704081632653,0
"50",81.75,0
