"","variable","Heuchera_micrantha_avg"
"1",130,1.54890984512225e-05
"2",136.489795918367,0.000402350310039582
"3",142.979591836735,0.000778737603652198
"4",149.469387755102,0.00139418974133216
"5",155.959183673469,0.00341159570018584
"6",162.448979591837,0.00459147931577283
"7",168.938775510204,0.00677093662206546
"8",175.428571428571,0.00650852738284557
"9",181.918367346939,0.010510072585224
"10",188.408163265306,0.0122426212189096
"11",194.897959183673,0.0162291735442834
"12",201.387755102041,0.0157849928718189
"13",207.877551020408,0.0266431196108468
"14",214.367346938776,0.0283261527978261
"15",220.857142857143,0.0395729315108223
"16",227.34693877551,0.0344304859299827
"17",233.836734693878,0.0437195859358403
"18",240.326530612245,0.0421297261699608
"19",246.816326530612,0.0592883573097327
"20",253.30612244898,0.0447851603997433
"21",259.795918367347,0.0531771652497344
"22",266.285714285714,0.0457649192080447
"23",272.775510204082,0.0430884625421702
"24",279.265306122449,0.0334655444489892
"25",285.755102040816,0.0386064093112288
"26",292.244897959184,0.0314193920936379
"27",298.734693877551,0.0327167536738006
"28",305.224489795918,0.0457032738741705
"29",311.714285714286,0.0435394732069112
"30",318.204081632653,0.0521647159229907
"31",324.69387755102,0.0415655339834355
"32",331.183673469388,0.0426439613860146
"33",337.673469387755,0.0325239188538958
"34",344.163265306122,0.0300410940617802
"35",350.65306122449,0.016549400522258
"36",357.142857142857,0.00978625504710592
"37",363.632653061224,0.00435943882069331
"38",370.122448979592,0.00256354600933917
"39",376.612244897959,0.00115294449205604
"40",383.102040816327,0.000641328115235846
"41",389.591836734694,0.00035432228863746
"42",396.081632653061,0.00028173145925761
"43",402.571428571429,0.000193854700912252
"44",409.061224489796,0.000116003999673364
"45",415.551020408163,3.06721970499006e-05
"46",422.040816326531,1.0526652423285e-05
"47",428.530612244898,3.01941536253803e-06
"48",435.020408163265,6.52803855166544e-07
"49",441.510204081633,0
"50",448,0
