"","variable","Heuchera_inconstans"
"1",1.29924,0.1
"2",1.0639,0.1
"3",7.76062,0.1
"4",7.7676,0.1
"5",10.34556,0.1
"6",9.64584,0.1
"7",6.36619,0.1
"8",22.38473,0.1
"9",1.35336,0.1
"10",10.28099,0.1
