"","variable","Heuchera_mexicana_avg"
"1",2,8.2038483792061e-05
"2",7.63265306122449,0.002413167866898
"3",13.265306122449,0.044647582184422
"4",18.8979591836735,0.0777350860429206
"5",24.530612244898,0.144691099406925
"6",30.1632653061224,0.123706007430835
"7",35.7959183673469,0.126452976247499
"8",41.4285714285714,0.125234943377827
"9",47.0612244897959,0.0817763141513652
"10",52.6938775510204,0.0869491035008555
"11",58.3265306122449,0.0701350146561781
"12",63.9591836734694,0.0418907462914544
"13",69.5918367346939,0.0322097977020178
"14",75.2244897959184,0.0143753595047944
"15",80.8571428571429,0.00561400636734921
"16",86.4897959183673,0.00485421595890278
"17",92.1224489795918,0.00246028738076348
"18",97.7551020408163,0.0024734053284579
"19",103.387755102041,0.00210134427957284
"20",109.020408163265,0.00141086948225438
"21",114.65306122449,0.00125666522742481
"22",120.285714285714,0.00128277344131311
"23",125.918367346939,0.000960745924128855
"24",131.551020408163,0.00104294669318816
"25",137.183673469388,0.000780347860466602
"26",142.816326530612,0.000616431415355622
"27",148.448979591837,0.000561518556137314
"28",154.081632653061,0.000486031682229314
"29",159.714285714286,0.000482555822206503
"30",165.34693877551,0.000400300767908828
"31",170.979591836735,0.000236451429841849
"32",176.612244897959,0.000190040702589834
"33",182.244897959184,0.000122782406199898
"34",187.877551020408,7.50856093755954e-05
"35",193.510204081633,4.76795380205781e-05
"36",199.142857142857,4.21624726743391e-05
"37",204.775510204082,3.36158955929974e-05
"38",210.408163265306,3.30017082361805e-05
"39",216.040816326531,1.36733066469598e-05
"40",221.673469387755,2.73663768414585e-05
"41",227.30612244898,1.82488733388465e-05
"42",232.938775510204,1.31110778199576e-05
"43",238.571428571429,9.47693219824907e-06
"44",244.204081632653,1.1202365032538e-05
"45",249.836734693878,1.1009726794645e-05
"46",255.469387755102,1.21244570265529e-05
"47",261.102040816327,1.16467410488693e-05
"48",266.734693877551,7.63734527671088e-06
"49",272.367346938776,0
"50",278,0
