"","variable","Heuchera_novomexicana_avg"
"1",54.5,0
"2",55.1173469387755,0
"3",55.734693877551,0.000737699225888091
"4",56.3520408163265,0.00122880946120658
"5",56.969387755102,0.000924258541372673
"6",57.5867346938776,0.00455961891091867
"7",58.2040816326531,0.00512135202561608
"8",58.8214285714286,0.00326892216852799
"9",59.4387755102041,0.00744899902492946
"10",60.0561224489796,0.00462831009226248
"11",60.6734693877551,0.0133791668502396
"12",61.2908163265306,0.0175040707320033
"13",61.9081632653061,0.0083955297435504
"14",62.5255102040816,0.0406983046224901
"15",63.1428571428571,0.00807036528746366
"16",63.7602040816327,0.0533898540508412
"17",64.3775510204082,0.0651648514660314
"18",64.9948979591837,0.0353833913672931
"19",65.6122448979592,0.0942395478138595
"20",66.2295918367347,0.0857688663664703
"21",66.8469387755102,0.031675549783319
"22",67.4642857142857,0.0845218733971245
"23",68.0816326530612,0.0127296064839469
"24",68.6989795918367,0.0741670147670927
"25",69.3163265306122,0.0463645633834237
"26",69.9336734693878,0.017146875967691
"27",70.5510204081633,0.045784037667022
"28",71.1683673469388,0.0061447714934287
"29",71.7857142857143,0.040810183033935
"30",72.4030612244898,0.0276313515721251
"31",73.0204081632653,0.0125764711604526
"32",73.6377551020408,0.0306987809765355
"33",74.2551020408163,0.0220911330133302
"34",74.8724489795918,0.00786249021154136
"35",75.4897959183673,0.0198228779758136
"36",76.1071428571429,0.00306879240684599
"37",76.7244897959184,0.019928014237203
"38",77.3418367346939,0.0115246989977233
"39",77.9591836734694,0.00457784889593371
"40",78.5765306122449,0.00894291050337647
"41",79.1938775510204,0.00756712249324807
"42",79.8112244897959,0.00288909574710197
"43",80.4285714285714,0.00545792206338254
"44",81.0459183673469,0.00192014544993183
"45",81.6632653061224,0.00255296228316316
"46",82.280612244898,0.00101814230627712
"47",82.8979591836735,0.000209680862114067
"48",83.515306122449,0.00034928936480868
"49",84.1326530612245,2.12647564933562e-05
"50",84.75,3.26109946500423e-05
