"","variable","Heuchera_longipetala_avg"
"1",1,0.000107294908179642
"2",113.224489795918,0.00202391160621441
"3",225.448979591837,0.00309941754891852
"4",337.673469387755,0.00339508770368954
"5",449.897959183673,0.00477117698956727
"6",562.122448979592,0.00485889629585498
"7",674.34693877551,0.00668249357723106
"8",786.571428571429,0.00829494196010474
"9",898.795918367347,0.0109710316407778
"10",1011.02040816327,0.0139447882459719
"11",1123.24489795918,0.0165135918472835
"12",1235.4693877551,0.0204452997372939
"13",1347.69387755102,0.0299070624242326
"14",1459.91836734694,0.0288781025192508
"15",1572.14285714286,0.0403825885438408
"16",1684.36734693878,0.044277189922982
"17",1796.59183673469,0.055650131598548
"18",1908.81632653061,0.065238792161418
"19",2021.04081632653,0.0729542829226021
"20",2133.26530612245,0.0743977016529546
"21",2245.48979591837,0.0869272108981335
"22",2357.71428571429,0.069855292061429
"23",2469.9387755102,0.0674940048110012
"24",2582.16326530612,0.067906613616789
"25",2694.38775510204,0.0541478755508667
"26",2806.61224489796,0.0419677583758076
"27",2918.83673469388,0.0326500962967104
"28",3031.0612244898,0.0220097882546775
"29",3143.28571428571,0.0145673969287623
"30",3255.51020408163,0.0114840456289845
"31",3367.73469387755,0.00683009665217744
"32",3479.95918367347,0.00546242519086502
"33",3592.18367346939,0.0039267709130216
"34",3704.40816326531,0.00290460363170021
"35",3816.63265306122,0.0022092414063331
"36",3928.85714285714,0.000928969971456206
"37",4041.08163265306,0.000705453188267245
"38",4153.30612244898,0.00057583785787812
"39",4265.5306122449,0.000316078525240749
"40",4377.75510204082,0.000186841942857252
"41",4489.97959183673,5.28292826414197e-05
"42",4602.20408163265,6.81855545737482e-05
"43",4714.42857142857,0
"44",4826.65306122449,0
"45",4938.87755102041,9.18293567201338e-06
"46",5051.10204081633,1.06350276248368e-05
"47",5163.32653061224,0
"48",5275.55102040816,0
"49",5387.77551020408,8.98168961319725e-06
"50",5500,0
