"","variable","Heuchera_glomerulata_avg"
"1",17,4.65121440243859e-05
"2",18.5510204081633,0.00281282200014603
"3",20.1020408163265,0.00286258656718925
"4",21.6530612244898,0.0122756652256747
"5",23.2040816326531,0.00975402648811209
"6",24.7551020408163,0.0243583537802293
"7",26.3061224489796,0.0334831833023507
"8",27.8571428571429,0.0179967972369425
"9",29.4081632653061,0.0451803375222286
"10",30.9591836734694,0.0260409424019051
"11",32.5102040816327,0.0590664990878326
"12",34.0612244897959,0.0339838821142933
"13",35.6122448979592,0.0695982045150494
"14",37.1632653061224,0.0358761338307308
"15",38.7142857142857,0.0715546322424955
"16",40.265306122449,0.0685606038753006
"17",41.8163265306122,0.0346854149243699
"18",43.3673469387755,0.068193167773184
"19",44.9183673469388,0.0364673733276833
"20",46.469387755102,0.067070822049243
"21",48.0204081632653,0.0375616014697177
"22",49.5714285714286,0.0546634533782352
"23",51.1224489795918,0.0240724050072403
"24",52.6734693877551,0.0391427835614925
"25",54.2244897959184,0.0263653595873588
"26",55.7755102040816,0.0102687084066355
"27",57.3265306122449,0.0170193024645161
"28",58.8775510204082,0.00695933149960097
"29",60.4285714285714,0.0135860023300846
"30",61.9795918367347,0.0057371103671572
"31",63.530612244898,0.00967521065046037
"32",65.0816326530612,0.00541028941607611
"33",66.6326530612245,0.00884921959615928
"34",68.1836734693878,0.00236589461668363
"35",69.734693877551,0.00624187677093722
"36",71.2857142857143,0.0026660966983943
"37",72.8367346938775,0.00161669784365243
"38",74.3877551020408,0.00257718986598176
"39",75.9387755102041,0.000533287545876045
"40",77.4897959183673,0.00198126377434452
"41",79.0408163265306,0.000313712948884309
"42",80.5918367346939,0.00125116974367832
"43",82.1428571428571,0.000243239778673887
"44",83.6938775510204,0.000545459193907661
"45",85.2448979591837,0.000374171439509379
"46",86.7959183673469,9.12809472677128e-05
"47",88.3469387755102,1.99206884891132e-05
"48",89.8979591836735,0
"49",91.4489795918367,0
"50",93,0
