"","variable","Heuchera_richardsonii_avg"
"1",0,0.000549723888838016
"2",1.69897959183673,0.305433856815882
"3",3.39795918367347,0.252246096851426
"4",5.0969387755102,0.154712699204299
"5",6.79591836734694,0.120175706783385
"6",8.49489795918367,0.0690169763152098
"7",10.1938775510204,0.0367034139262736
"8",11.8928571428571,0.01754064622998
"9",13.5918367346939,0.0140923348939346
"10",15.2908163265306,0.00966683285316106
"11",16.9897959183673,0.00554864893563067
"12",18.6887755102041,0.00480789637921791
"13",20.3877551020408,0.002780181399269
"14",22.0867346938776,0.00233575685064294
"15",23.7857142857143,0.00137193113578808
"16",25.484693877551,0.000973610709095104
"17",27.1836734693878,0.00068987873402057
"18",28.8826530612245,0.0004269822661906
"19",30.5816326530612,0.000351959010249546
"20",32.280612244898,0.000198230730654615
"21",33.9795918367347,0.00018151281862212
"22",35.6785714285714,9.68770804877655e-05
"23",37.3775510204082,3.71242450641786e-05
"24",39.0765306122449,3.00790754636567e-05
"25",40.7755102040816,1.66015048944197e-05
"26",42.4744897959184,7.68133501632598e-06
"27",44.1734693877551,3.64816869368088e-06
"28",45.8724489795918,1.74398754820802e-06
"29",47.5714285714286,1.36787106141498e-06
"30",49.2704081632653,0
"31",50.969387755102,0
"32",52.6683673469388,0
"33",54.3673469387755,0
"34",56.0663265306122,0
"35",57.765306122449,0
"36",59.4642857142857,0
"37",61.1632653061225,0
"38",62.8622448979592,0
"39",64.5612244897959,0
"40",66.2602040816327,0
"41",67.9591836734694,0
"42",69.6581632653061,0
"43",71.3571428571429,0
"44",73.0561224489796,0
"45",74.7551020408163,0
"46",76.4540816326531,0
"47",78.1530612244898,0
"48",79.8520408163265,0
"49",81.5510204081633,0
"50",83.25,0
