"","variable","Heuchera_puberula_avg"
"1",6.75,0
"2",8.4234693877551,1.59916471647556e-06
"3",10.0969387755102,1.26733808575739e-05
"4",11.7704081632653,0.000202571006102382
"5",13.4438775510204,0.00151956225012385
"6",15.1173469387755,0.00824627979903612
"7",16.7908163265306,0.0295969311934341
"8",18.4642857142857,0.0643594840863284
"9",20.1377551020408,0.113568347678323
"10",21.8112244897959,0.218289399240129
"11",23.484693877551,0.141589337237954
"12",25.1581632653061,0.133964654718764
"13",26.8316326530612,0.155320382576096
"14",28.5051020408163,0.0762234754987705
"15",30.1785714285714,0.0263517240957046
"16",31.8520408163265,0.0138689375924962
"17",33.5255102040816,0.00898025879318546
"18",35.1989795918367,0.00349576489632748
"19",36.8724489795918,0.0019253962604558
"20",38.5459183673469,0.00112965013454616
"21",40.219387755102,0.000529070280713587
"22",41.8928571428571,0.00013766040825512
"23",43.5663265306122,9.78137005658688e-05
"24",45.2397959183673,7.70974807987667e-05
"25",46.9132653061225,0.000173575587237783
"26",48.5867346938776,1.46732641616002e-05
"27",50.2602040816327,4.43995043211783e-05
"28",51.9336734693878,5.45648769051921e-06
"29",53.6071428571429,5.16174122912689e-06
"30",55.280612244898,8.15034902343574e-05
"31",56.9540816326531,7.35724209947549e-05
"32",58.6275510204082,0
"33",60.3010204081633,1.72284220039799e-05
"34",61.9744897959184,7.86772125851433e-05
"35",63.6479591836735,1.76803958569586e-05
"36",65.3214285714286,0
"37",66.9948979591837,0
"38",68.6683673469388,0
"39",70.3418367346939,0
"40",72.015306122449,0
"41",73.6887755102041,0
"42",75.3622448979592,0
"43",77.0357142857143,0
"44",78.7091836734694,0
"45",80.3826530612245,0
"46",82.0561224489796,0
"47",83.7295918367347,0
"48",85.4030612244898,0
"49",87.0765306122449,0
"50",88.75,0
