"","variable","Heuchera_grossulariifolia_avg"
"1",0,0.134213892841512
"2",2.04081632653061,0.00995927826098721
"3",4.08163265306122,0.013022626994207
"4",6.12244897959184,0.0125481126816559
"5",8.16326530612245,0.0128197762109078
"6",10.2040816326531,0.012036964686556
"7",12.2448979591837,0.0116307696675521
"8",14.2857142857143,0.0167488836590498
"9",16.3265306122449,0.0258339234991044
"10",18.3673469387755,0.0261730249272168
"11",20.4081632653061,0.0143662088421177
"12",22.4489795918367,0.0116216879985769
"13",24.4897959183673,0.0170352916189287
"14",26.530612244898,0.0137939561150513
"15",28.5714285714286,0.0145914606670845
"16",30.6122448979592,0.0120715315036959
"17",32.6530612244898,0.0124241618813195
"18",34.6938775510204,0.0113697798615433
"19",36.734693877551,0.0163623600930604
"20",38.7755102040816,0.0205911749068321
"21",40.8163265306122,0.0354367520214573
"22",42.8571428571429,0.0244444394640626
"23",44.8979591836735,0.0456535250133144
"24",46.9387755102041,0.020555163943376
"25",48.9795918367347,0.0266639299899325
"26",51.0204081632653,0.0266551905015733
"27",53.0612244897959,0.0241858676430032
"28",55.1020408163265,0.0191247126437519
"29",57.1428571428571,0.0178367711312936
"30",59.1836734693878,0.0168715330318248
"31",61.2244897959184,0.0127324477215491
"32",63.265306122449,0.0202614383057328
"33",65.3061224489796,0.0104186402541633
"34",67.3469387755102,0.015224147807494
"35",69.3877551020408,0.0130812183288828
"36",71.4285714285714,0.0151663011485983
"37",73.469387755102,0.00957338231292539
"38",75.5102040816327,0.0107301401762661
"39",77.5510204081633,0.0127080597574075
"40",79.5918367346939,0.00670896910513298
"41",81.6326530612245,0.00925388916250603
"42",83.6734693877551,0.0172886388434219
"43",85.7142857142857,0.0205786194681233
"44",87.7551020408163,0.0104137513269687
"45",89.7959183673469,0.01148254326341
"46",91.8367346938776,0.0135512964379657
"47",93.8775510204082,0.00916028835326686
"48",95.9183673469388,0.00371667860596956
"49",97.9591836734694,0.0114288372104734
"50",100,0.0898779601091933
