"","variable","Heuchera_merriamii_avg"
"1",0,0.754915076412812
"2",1.81632653061224,0.0016355986656076
"3",3.63265306122449,0.00119028652168241
"4",5.44897959183673,0.00480864002192082
"5",7.26530612244898,0.0131402996086476
"6",9.08163265306122,0.000686598496037467
"7",10.8979591836735,0.00167969297585759
"8",12.7142857142857,0.0402703474358557
"9",14.530612244898,0.0404793948019475
"10",16.3469387755102,0.0080487256190474
"11",18.1632653061224,0.00277821763583012
"12",19.9795918367347,0.00320714581779934
"13",21.7959183673469,0.011938945593863
"14",23.6122448979592,0.0121303569737036
"15",25.4285714285714,0.00949539780411566
"16",27.2448979591837,0.027924196417583
"17",29.0612244897959,0.00776694709743404
"18",30.8775510204082,0.017228180452217
"19",32.6938775510204,0.00819168790652327
"20",34.5102040816327,0.00640244901860388
"21",36.3265306122449,0.0136588795228675
"22",38.1428571428571,0.00161314212829345
"23",39.9591836734694,3.58995360569846e-05
"24",41.7755102040816,6.54612571407999e-05
"25",43.5918367346939,0.000491270454167161
"26",45.4081632653061,0.00163008984772188
"27",47.2244897959184,0.000121878021670796
"28",49.0408163265306,0.00806283017723876
"29",50.8571428571429,0.00017347295794457
"30",52.6734693877551,1.34036507189644e-05
"31",54.4897959183673,2.23703121001419e-05
"32",56.3061224489796,5.43863256079382e-05
"33",58.1224489795918,1.54642186556935e-05
"34",59.9387755102041,7.86887854709566e-06
"35",61.7551020408163,1.63294377976951e-05
"36",63.5714285714286,1.06991061392756e-05
"37",65.3877551020408,1.28923991299082e-05
"38",67.2040816326531,7.74090742001859e-06
"39",69.0204081632653,1.41248874205179e-05
"40",70.8367346938775,1.09438006121637e-05
"41",72.6530612244898,2.8268966187722e-06
"42",74.469387755102,1.01784153056995e-06
"43",76.2857142857143,5.23275442530327e-06
"44",78.1020408163265,5.08252340806605e-07
"45",79.9183673469388,0
"46",81.734693877551,3.30811507442082e-05
"47",83.5510204081633,0
"48",85.3673469387755,0
"49",87.1836734693878,0
"50",89,0
