"","variable","Heuchera_eastwoodiae_avg"
"1",322,0.000240457877579283
"2",323.673469387755,0.00142396544809448
"3",325.34693877551,0.00443236798492675
"4",327.020408163265,0.00114784035864699
"5",328.69387755102,0.0103851271681389
"6",330.367346938775,0.0203444259275808
"7",332.040816326531,0.0150844843402547
"8",333.714285714286,0.0323610716847135
"9",335.387755102041,0.0291891120239024
"10",337.061224489796,0.0255975193987248
"11",338.734693877551,0.0362972717525868
"12",340.408163265306,0.0442303925228485
"13",342.081632653061,0.0250758323713479
"14",343.755102040816,0.0577341875636766
"15",345.428571428571,0.0569656271167648
"16",347.102040816327,0.0311123511882681
"17",348.775510204082,0.0566237363245154
"18",350.448979591837,0.0644160022686516
"19",352.122448979592,0.0287903942705057
"20",353.795918367347,0.0688945452423275
"21",355.469387755102,0.0644127023818897
"22",357.142857142857,0.0279115776370737
"23",358.816326530612,0.0528492629093661
"24",360.489795918367,0.0485146068199274
"25",362.163265306122,0.0431851155621952
"26",363.836734693878,0.0190609269990557
"27",365.510204081633,0.0333821034086439
"28",367.183673469388,0.0228595603653064
"29",368.857142857143,0.0107219780398872
"30",370.530612244898,0.017035629449676
"31",372.204081632653,0.0131603791687869
"32",373.877551020408,0.00493598572570277
"33",375.551020408163,0.00753867921631441
"34",377.224489795918,0.00618283687340235
"35",378.897959183673,0.00248055493695657
"36",380.571428571429,0.00406351180928659
"37",382.244897959184,0.00323176550956512
"38",383.918367346939,0.0013040853097895
"39",385.591836734694,0.0022994489868221
"40",387.265306122449,0.00131131173275877
"41",388.938775510204,0.000607445193369422
"42",390.612244897959,0.00102821800403117
"43",392.285714285714,0.000482023182318066
"44",393.959183673469,0.000149600741505197
"45",395.632653061224,0.0003617120186415
"46",397.30612244898,0.000353294300278408
"47",398.979591836735,5.53969531107355e-05
"48",400.65306122449,0.000146364246869098
"49",402.326530612245,2.72096834144697e-05
"50",404,0
