"","variable","Heuchera_lakelae"
"1",42.5,0.14285714285
"2",35.5,0.14285714285
"3",42,0.14285714285
"4",30,0.14285714285
"5",37.25,0.14285714285
"6",38.5,0.14285714285
"7",33,0.14285714285
