"","variable","Heuchera_pubescens_avg"
"1",321,0
"2",322.204081632653,0
"3",323.408163265306,0
"4",324.612244897959,0
"5",325.816326530612,0.000383902948606389
"6",327.020408163265,0.000766653708390522
"7",328.224489795918,0.00169482886156779
"8",329.428571428571,0.0072222146439232
"9",330.632653061225,0.00372021230012023
"10",331.836734693878,0.00576187516883392
"11",333.040816326531,0.0073038992628125
"12",334.244897959184,0.00945456902159083
"13",335.448979591837,0.0177810993894646
"14",336.65306122449,0.00996542418454338
"15",337.857142857143,0.00887528401452637
"16",339.061224489796,0.0109435578795148
"17",340.265306122449,0.0149215749128492
"18",341.469387755102,0.0316532511488306
"19",342.673469387755,0.0184051693899576
"20",343.877551020408,0.0196800817111141
"21",345.081632653061,0.0175934661956246
"22",346.285714285714,0.0169185212353986
"23",347.489795918367,0.0295829772902051
"24",348.69387755102,0.0177103861522126
"25",349.897959183673,0.0208324578977205
"26",351.102040816327,0.0319848893368262
"27",352.30612244898,0.0353189532930321
"28",353.510204081633,0.0564295851001962
"29",354.714285714286,0.0238331741709459
"30",355.918367346939,0.0246799817694101
"31",357.122448979592,0.0246527163216553
"32",358.326530612245,0.0238796878535803
"33",359.530612244898,0.0524666760653669
"34",360.734693877551,0.0327616196335658
"35",361.938775510204,0.036276299547285
"36",363.142857142857,0.0408852670629171
"37",364.34693877551,0.0411133772851796
"38",365.551020408163,0.0894476278118999
"39",366.755102040816,0.0409959716406956
"40",367.959183673469,0.0341451406549559
"41",369.163265306122,0.0324594353890391
"42",370.367346938776,0.0270001897748992
"43",371.571428571429,0.0383812721571229
"44",372.775510204082,0.0123361001882467
"45",373.979591836735,0.00992381883738708
"46",375.183673469388,0.00931809723796846
"47",376.387755102041,0.00606608990394015
"48",377.591836734694,0.00364330228603498
"49",378.795918367347,0.000829319360042073
"50",380,0
