"","variable","Mitella_furusei_avg"
"1",1054,0.000216858222891158
"2",1108.24489795918,0.000396952913913415
"3",1162.48979591837,0.0013280853857929
"4",1216.73469387755,0.00103034071451131
"5",1270.97959183673,0.0015117380610697
"6",1325.22448979592,0.00217767094626016
"7",1379.4693877551,0.00402578032075359
"8",1433.71428571429,0.00574872137765581
"9",1487.95918367347,0.0142361987639495
"10",1542.20408163265,0.027409812377202
"11",1596.44897959184,0.0362613558441552
"12",1650.69387755102,0.0507383044851339
"13",1704.9387755102,0.0677509034223251
"14",1759.18367346939,0.075139997843534
"15",1813.42857142857,0.103753227952465
"16",1867.67346938776,0.0974213316867471
"17",1921.91836734694,0.0898072885988992
"18",1976.16326530612,0.0740197393789922
"19",2030.40816326531,0.0587381335949944
"20",2084.65306122449,0.0494689000944522
"21",2138.89795918367,0.049726416346797
"22",2193.14285714286,0.0423194381374512
"23",2247.38775510204,0.0390995188009404
"24",2301.63265306122,0.0280869960247185
"25",2355.87755102041,0.0219536656946487
"26",2410.12244897959,0.0178088642133366
"27",2464.36734693878,0.0114120797151649
"28",2518.61224489796,0.00704015553637868
"29",2572.85714285714,0.00436269385957676
"30",2627.10204081633,0.00347812959749779
"31",2681.34693877551,0.00310808128021965
"32",2735.59183673469,0.00238390896105121
"33",2789.83673469388,0.00174396127748657
"34",2844.08163265306,0.00146704360209025
"35",2898.32653061224,0.00100373044362591
"36",2952.57142857143,0.000746855480804177
"37",3006.81632653061,0.000604834956046525
"38",3061.0612244898,0.000563041980114127
"39",3115.30612244898,0.000447192608210558
"40",3169.55102040816,0.000299427881760527
"41",3223.79591836735,0.000305803122524587
"42",3278.04081632653,0.000271823909413957
"43",3332.28571428571,0.000181189978348779
"44",3386.5306122449,0.000227002453275949
"45",3440.77551020408,0.000107807492342482
"46",3495.02040816327,6.89946604762794e-05
"47",3549.26530612245,0
"48",3603.51020408163,0
"49",3657.75510204082,0
"50",3712,0
