"","variable","Heuchera_micrantha_avg"
"1",35,0
"2",118.877551020408,4.43944753999593e-05
"3",202.755102040816,0.0016802479693361
"4",286.632653061224,0.00372901688620146
"5",370.510204081633,0.00874950335347303
"6",454.387755102041,0.0164707364828086
"7",538.265306122449,0.0353130118395782
"8",622.142857142857,0.047830645608297
"9",706.020408163265,0.0435405701427792
"10",789.897959183673,0.0425416302945
"11",873.775510204082,0.0435613508671562
"12",957.65306122449,0.0537378623872939
"13",1041.5306122449,0.0624835593502877
"14",1125.40816326531,0.0646562656703341
"15",1209.28571428571,0.070791679794999
"16",1293.16326530612,0.0656167962770462
"17",1377.04081632653,0.055656985127809
"18",1460.91836734694,0.0520157240870646
"19",1544.79591836735,0.0472761486405568
"20",1628.67346938776,0.0388869890586993
"21",1712.55102040816,0.0325774948063523
"22",1796.42857142857,0.0270841491270013
"23",1880.30612244898,0.0269747225118485
"24",1964.18367346939,0.0246811218065297
"25",2048.0612244898,0.0219803524533283
"26",2131.9387755102,0.0174849628948562
"27",2215.81632653061,0.0159025332056457
"28",2299.69387755102,0.0146430017727833
"29",2383.57142857143,0.0126741694825409
"30",2467.44897959184,0.0112476892889434
"31",2551.32653061224,0.00963559174798822
"32",2635.20408163265,0.00914685917851103
"33",2719.08163265306,0.00614369041148017
"34",2802.95918367347,0.00422535501820591
"35",2886.83673469388,0.0035474237104242
"36",2970.71428571429,0.0026221328748543
"37",3054.59183673469,0.00169051338829515
"38",3138.4693877551,0.00121034329535498
"39",3222.34693877551,0.000862416399079807
"40",3306.22448979592,0.000636919913555208
"41",3390.10204081633,0.000108728876858806
"42",3473.97959183673,3.32401052831195e-05
"43",3557.85714285714,2.03558997324438e-05
"44",3641.73469387755,1.66308201788372e-05
"45",3725.61224489796,5.48688438735257e-06
"46",3809.48979591837,0
"47",3893.36734693878,0
"48",3977.24489795918,0
"49",4061.12244897959,0
"50",4145,0
