"","variable","Lithophragma_parviflorum_avg"
"1",0,0.00416739319510307
"2",5,0.0765575074849162
"3",10,0.0729742909247234
"4",15,0.0387963323504873
"5",20,0.0302725386725765
"6",25,0.0410647554035462
"7",30,0.0459788548349516
"8",35,0.0596867998979691
"9",40,0.0712230092510601
"10",45,0.0647754739774243
"11",50,0.0567322358272831
"12",55,0.046912695414333
"13",60,0.0400891267897967
"14",65,0.0342837296960101
"15",70,0.0311034181790828
"16",75,0.0331175986787908
"17",80,0.0295346386085083
"18",85,0.0289238771808215
"19",90,0.0269403133891254
"20",95,0.0243677842408466
"21",100,0.023197813200211
"22",105,0.0202382521401758
"23",110,0.0172971494015
"24",115,0.015488578931977
"25",120,0.0143688569360692
"26",125,0.0114529870777929
"27",130,0.0094137459092118
"28",135,0.00608570401460281
"29",140,0.00456034399807798
"30",145,0.00405710173683356
"31",150,0.00359573965114792
"32",155,0.00248109514010987
"33",160,0.00176228227664158
"34",165,0.00155974924183674
"35",170,0.00133879559497719
"36",175,0.00116656904605221
"37",180,0.000941520483356309
"38",185,0.000903085646522383
"39",190,0.000754102362865925
"40",195,0.000393191530556201
"41",200,0.000323557559887648
"42",205,0.000342651109855661
"43",210,0.000276612768587145
"44",215,0.000194659770527549
"45",220,0.000143172336226856
"46",225,7.31751704951899e-05
"47",230,4.19305246224752e-05
"48",235,2.38972501992268e-05
"49",240,1.8453584855164e-05
"50",245,2.85160686861401e-06
