"","variable","Bensoniella_oregona_avg"
"1",40,0
"2",40.7040816326531,8.59334738828034e-06
"3",41.4081632653061,4.94431856407363e-05
"4",42.1122448979592,5.46564736500074e-05
"5",42.8163265306122,0.000473160933600607
"6",43.5204081632653,0.00247823676689395
"7",44.2244897959184,0.00545039719539096
"8",44.9285714285714,0.00578915519216506
"9",45.6326530612245,0.0280079971420288
"10",46.3367346938776,0.0503573898366827
"11",47.0408163265306,0.028428937194279
"12",47.7448979591837,0.119954441842975
"13",48.4489795918367,0.153061194701859
"14",49.1530612244898,0.134812604975494
"15",49.8571428571429,0.0554251128045597
"16",50.5612244897959,0.142879220044549
"17",51.265306122449,0.0799163610306123
"18",51.969387755102,0.0299564673552453
"19",52.6734693877551,0.0547008556556989
"20",53.3775510204082,0.0241674425934323
"21",54.0816326530612,0.0139664064821558
"22",54.7857142857143,0.0268129572096649
"23",55.4897959183673,0.0204729132971853
"24",56.1938775510204,0.0111204697027146
"25",56.8979591836735,0.0035077637406672
"26",57.6020408163265,0.00467503710717282
"27",58.3061224489796,0.00166435714387688
"28",59.0102040816327,0.000832411961312025
"29",59.7142857142857,0.000727003877371918
"30",60.4183673469388,0.000189987087583565
"31",61.1224489795918,2.66676746295602e-05
"32",61.8265306122449,3.09738249567262e-05
"33",62.530612244898,1.3333684114537e-06
"34",63.234693877551,3.43227456410114e-08
"35",63.9387755102041,0
"36",64.6428571428571,1.4927405617107e-08
"37",65.3469387755102,0
"38",66.0510204081633,0
"39",66.7551020408163,0
"40",67.4591836734694,0
"41",68.1632653061224,0
"42",68.8673469387755,0
"43",69.5714285714286,0
"44",70.2755102040816,0
"45",70.9795918367347,0
"46",71.6836734693878,0
"47",72.3877551020408,0
"48",73.0918367346939,0
"49",73.7959183673469,0
"50",74.5,0
