"","variable","Heuchera_versicolor_avg"
"1",0,0.0226538981864381
"2",0.707387340312102,0.0947650996528729
"3",1.4147746806242,0.132040424618749
"4",2.12216202093631,0.123944813861959
"5",2.82954936124841,0.102853138650277
"6",3.53693670156051,0.0865353811178364
"7",4.24432404187261,0.0712256392297585
"8",4.95171138218471,0.060149244617532
"9",5.65909872249682,0.0502494096439403
"10",6.36648606280892,0.0427637326187696
"11",7.07387340312102,0.036359163947162
"12",7.78126074343312,0.03049283169999
"13",8.48864808374522,0.025986327334154
"14",9.19603542405732,0.0215959099305265
"15",9.90342276436943,0.0187261349525327
"16",10.6108101046815,0.0153293469683032
"17",11.3181974449936,0.0126084950542048
"18",12.0255847853057,0.0103804267306904
"19",12.7329721256178,0.00875221371543993
"20",13.4403594659299,0.00677306332522719
"21",14.147746806242,0.00560467871623419
"22",14.8551341465541,0.00454689385109247
"23",15.5625214868662,0.00366238145319744
"24",16.2699088271783,0.00271808597171188
"25",16.9772961674904,0.00234430513538158
"26",17.6846835078025,0.00152899148288005
"27",18.3920708481146,0.00108442338743227
"28",19.0994581884268,0.000800691566371125
"29",19.8068455287389,0.000696671266924669
"30",20.514232869051,0.000586359496676561
"31",21.2216202093631,0.000466420808338758
"32",21.9290075496752,0.000409274259080412
"33",22.6363948899873,0.000358582426838355
"34",23.3437822302994,0.000261181268163565
"35",24.0511695706115,0.0002758435702122
"36",24.7585569109236,0.000152409540870397
"37",25.4659442512357,0.000117600797583145
"38",26.1733315915478,9.04764399491922e-05
"39",26.8807189318599,4.85233238768411e-05
"40",27.588106272172,4.33413061725208e-05
"41",28.2954936124841,1.81680746474008e-05
"42",29.0028809527962,0
"43",29.7102682931083,0
"44",30.4176556334204,0
"45",31.1250429737325,0
"46",31.8324303140446,0
"47",32.5398176543567,0
"48",33.2472049946688,0
"49",33.9545923349809,0
"50",34.661979675293,0
