"","variable","Heuchera_glomerulata_avg"
"1",276,0
"2",278.632653061225,0
"3",281.265306122449,0
"4",283.897959183673,0.00134313977500279
"5",286.530612244898,0.00103550930606224
"6",289.163265306122,0.00230489163100214
"7",291.795918367347,0.00243717621850354
"8",294.428571428571,0.0020310431924257
"9",297.061224489796,0.00375347993192674
"10",299.69387755102,0.00363841829490391
"11",302.326530612245,0.00317848274084897
"12",304.959183673469,0.00528602449634119
"13",307.591836734694,0.00279421845348714
"14",310.224489795918,0.00634404915499479
"15",312.857142857143,0.00758306609311161
"16",315.489795918367,0.00644491466981969
"17",318.122448979592,0.010593325415552
"18",320.755102040816,0.0143198754559948
"19",323.387755102041,0.0113100586237795
"20",326.020408163265,0.020878602469757
"21",328.65306122449,0.0189940662638813
"22",331.285714285714,0.0341209179714857
"23",333.918367346939,0.0451825417947894
"24",336.551020408163,0.0327817216866819
"25",339.183673469388,0.0481413066852229
"26",341.816326530612,0.0474525239280578
"27",344.448979591837,0.0303252711426426
"28",347.081632653061,0.0486831510530075
"29",349.714285714286,0.0533719907741783
"30",352.34693877551,0.0369248696484257
"31",354.979591836735,0.0619400522776516
"32",357.612244897959,0.0421089276392278
"33",360.244897959184,0.0641189992769206
"34",362.877551020408,0.0627560163380669
"35",365.510204081633,0.0396852688091649
"36",368.142857142857,0.051251966992543
"37",370.775510204082,0.0443282504884828
"38",373.408163265306,0.0253243846202459
"39",376.040816326531,0.0315594978090208
"40",378.673469387755,0.0172930543217211
"41",381.30612244898,0.0194937399238132
"42",383.938775510204,0.0151726460371893
"43",386.571428571429,0.00710266739460221
"44",389.204081632653,0.00717402517317072
"45",391.836734693878,0.0043059460369506
"46",394.469387755102,0.00173884353463641
"47",397.102040816327,0.00186504497104766
"48",399.734693877551,0.00116592995537709
"49",402.367346938776,0.000293252278110361
"50",405,6.68492501701946e-05
