"","variable","Tiarella_polyphylla_avg"
"1",-156,0
"2",-147.69387755102,0
"3",-139.387755102041,0
"4",-131.081632653061,0
"5",-122.775510204082,0
"6",-114.469387755102,0
"7",-106.163265306122,7.26987382110933e-10
"8",-97.8571428571429,1.57233219010793e-07
"9",-89.5510204081633,2.66200862436272e-07
"10",-81.2448979591837,9.79004424241851e-07
"11",-72.9387755102041,3.48953273448058e-06
"12",-64.6326530612245,8.43211158183635e-06
"13",-56.3265306122449,2.34470640547131e-05
"14",-48.0204081632653,9.02783621059753e-05
"15",-39.7142857142857,0.000209218168377673
"16",-31.4081632653061,0.00039461722469255
"17",-23.1020408163265,0.000939209835478323
"18",-14.795918367347,0.00156201420794495
"19",-6.48979591836735,0.00257721341901669
"20",1.81632653061223,0.003998601344027
"21",10.1224489795918,0.00637882750218168
"22",18.4285714285714,0.00903796506450178
"23",26.734693877551,0.0133029895398348
"24",35.0408163265306,0.0197203406579779
"25",43.3469387755102,0.0242030625043475
"26",51.6530612244898,0.0332951716273649
"27",59.9591836734694,0.0486603719214364
"28",68.265306122449,0.0430448996829247
"29",76.5714285714286,0.0387911221001069
"30",84.8775510204082,0.0416114360140797
"31",93.1836734693877,0.0400855108773494
"32",101.489795918367,0.0440300471487607
"33",109.795918367347,0.0439772176781559
"34",118.102040816327,0.0505059797561505
"35",126.408163265306,0.0452119836695305
"36",134.714285714286,0.0493739259192341
"37",143.020408163265,0.0680857594218331
"38",151.326530612245,0.0739020163644965
"39",159.632653061224,0.0814812158890744
"40",167.938775510204,0.0938274209057761
"41",176.244897959184,0.0570393765179361
"42",184.551020408163,0.0334941440616087
"43",192.857142857143,0.0149125877605471
"44",201.163265306122,0.00848378121570231
"45",209.469387755102,0.0049062258155874
"46",217.775510204082,0.00224995291725732
"47",226.081632653061,0.000398888275503315
"48",234.387755102041,0.000139200345648639
"49",242.69387755102,4.06544095843743e-05
"50",251,0
