"","variable","Heuchera_soltisii"
"1",1,0.0833333333333333333333333333333333333333333333
"2",0,0.0833333333333333333333333333333333333333333333
"3",17,0.0833333333333333333333333333333333333333333333
"4",0,0.0833333333333333333333333333333333333333333333
"5",19,0.0833333333333333333333333333333333333333333333
"6",28,0.0833333333333333333333333333333333333333333333
"7",16,0.0833333333333333333333333333333333333333333333
"8",14,0.0833333333333333333333333333333333333333333333
"9",0,0.0833333333333333333333333333333333333333333333
"10",0,0.0833333333333333333333333333333333333333333333
"11",0,0.0833333333333333333333333333333333333333333333
"12",1,0.0833333333333333333333333333333333333333333333
