"","variable","Tellima_grandiflora_avg"
"1",12,0
"2",13.5612244897959,0
"3",15.1224489795918,0
"4",16.6836734693878,0
"5",18.2448979591837,0.000120918527631407
"6",19.8061224489796,0.000247825613571698
"7",21.3673469387755,0.000572675979155831
"8",22.9285714285714,0.00127066847162121
"9",24.4897959183673,0.00318456342792796
"10",26.0510204081633,0.00346253939001136
"11",27.6122448979592,0.00623870365751707
"12",29.1734693877551,0.0065479204107383
"13",30.734693877551,0.0127890117308092
"14",32.2959183673469,0.0154904789724839
"15",33.8571428571429,0.0195857828745034
"16",35.4183673469388,0.0292898903194267
"17",36.9795918367347,0.0433550637903752
"18",38.5408163265306,0.0444133346531266
"19",40.1020408163265,0.0576090421528928
"20",41.6632653061225,0.0539797044826804
"21",43.2244897959184,0.0797220541328022
"22",44.7857142857143,0.0856480371127697
"23",46.3469387755102,0.0696418179779216
"24",47.9081632653061,0.0843755716808777
"25",49.469387755102,0.0805041327096787
"26",51.030612244898,0.0678281141620186
"27",52.5918367346939,0.0506272995037983
"28",54.1530612244898,0.0414198757738407
"29",55.7142857142857,0.0318442369100726
"30",57.2755102040816,0.0340756652285437
"31",58.8367346938776,0.0227494014979299
"32",60.3979591836735,0.0160300536099895
"33",61.9591836734694,0.0124627149483363
"34",63.5204081632653,0.00815935004168108
"35",65.0816326530612,0.00615087111881846
"36",66.6428571428571,0.00487785201621368
"37",68.2040816326531,0.00318667337655437
"38",69.765306122449,0.0017137424167549
"39",71.3265306122449,0.000548252042634979
"40",72.8877551020408,0.000181168822516572
"41",74.4489795918367,6.13943738641039e-05
"42",76.0102040816327,2.84685033688533e-05
"43",77.5714285714286,4.43806564191934e-06
"44",79.1326530612245,6.89518898379806e-07
"45",80.6938775510204,0
"46",82.2551020408163,0
"47",83.8163265306122,0
"48",85.3775510204082,0
"49",86.9387755102041,0
"50",88.5,0
