"","variable","Heuchera_pubescens_avg"
"1",59,0
"2",60.8775510204082,1.23464676116974e-05
"3",62.7551020408163,1.56937540022547e-05
"4",64.6326530612245,3.63032778719764e-05
"5",66.5102040816327,0.000147724130527897
"6",68.3877551020408,0.000247011450643948
"7",70.265306122449,0.000535120074806148
"8",72.1428571428571,0.000794388188819835
"9",74.0204081632653,0.000567148934315894
"10",75.8979591836735,0.00133915132887973
"11",77.7755102040816,0.00170422481296091
"12",79.6530612244898,0.00254816581352271
"13",81.530612244898,0.00381134892629479
"14",83.4081632653061,0.00567443245998084
"15",85.2857142857143,0.0080154357464081
"16",87.1632653061225,0.0106643798670483
"17",89.0408163265306,0.0068579390697603
"18",90.9183673469388,0.0169767876765571
"19",92.7959183673469,0.021072307198094
"20",94.6734693877551,0.0257960116479743
"21",96.5510204081633,0.0331805035866625
"22",98.4285714285714,0.0431151479371246
"23",100.30612244898,0.0481172564257151
"24",102.183673469388,0.0523139288065436
"25",104.061224489796,0.0552466406102128
"26",105.938775510204,0.0310862740503817
"27",107.816326530612,0.0588490979349662
"28",109.69387755102,0.0599533237414819
"29",111.571428571429,0.0590477543273084
"30",113.448979591837,0.0542991607265432
"31",115.326530612245,0.0465090237797371
"32",117.204081632653,0.0351639128746488
"33",119.081632653061,0.0302924552475404
"34",120.959183673469,0.0143429099309664
"35",122.836734693878,0.0283411688393247
"36",124.714285714286,0.0334775695807534
"37",126.591836734694,0.0290710226384347
"38",128.469387755102,0.0309547505475002
"39",130.34693877551,0.033146320783661
"40",132.224489795918,0.0469336434380864
"41",134.102040816327,0.0347718762596535
"42",135.979591836735,0.00578907460451941
"43",137.857142857143,0.00701243704286512
"44",139.734693877551,0.00345449525126829
"45",141.612244897959,0.00524620369821247
"46",143.489795918367,0.00721350985500621
"47",145.367346938776,0.00349934762212243
"48",147.244897959184,0.00226747527553452
"49",149.122448979592,0.000465479899076303
"50",151,2.23138580677015e-05
