"","variable","Heuchera_sanguinea_avg"
"1",3,5.16692099692876e-06
"2",4.81632653061224,5.15818227499273e-05
"3",6.63265306122449,0.000142309569770447
"4",8.44897959183674,0.00159235819285503
"5",10.265306122449,0.00339445574870636
"6",12.0816326530612,0.00316882281412712
"7",13.8979591836735,0.0076453035535419
"8",15.7142857142857,0.0135606081306173
"9",17.530612244898,0.0187650871681143
"10",19.3469387755102,0.0228339766727402
"11",21.1632653061224,0.0379535715204451
"12",22.9795918367347,0.0222824040977644
"13",24.7959183673469,0.0452201483402856
"14",26.6122448979592,0.0502499146563757
"15",28.4285714285714,0.0541516421272833
"16",30.2448979591837,0.058019995496813
"17",32.0612244897959,0.0302093102183538
"18",33.8775510204082,0.0673108060518694
"19",35.6938775510204,0.0693721496521633
"20",37.5102040816327,0.0799736507520531
"21",39.3265306122449,0.0692330922140219
"22",41.1428571428571,0.060713628573091
"23",42.9591836734694,0.0237924986874789
"24",44.7755102040816,0.0457277577543814
"25",46.5918367346939,0.0393724646427898
"26",48.4081632653061,0.0367377895679338
"27",50.2244897959184,0.0298503116732382
"28",52.0408163265306,0.0114877362462457
"29",53.8571428571429,0.0215433689600028
"30",55.6734693877551,0.0196842273019161
"31",57.4897959183673,0.0153745132129787
"32",59.3061224489796,0.0127747274552565
"33",61.1224489795918,0.00671555022514459
"34",62.9387755102041,0.00226309408649937
"35",64.7551020408163,0.00455377633655899
"36",66.5714285714286,0.00341492888489064
"37",68.3877551020408,0.00282778540207395
"38",70.2040816326531,0.00202764450219042
"39",72.0204081632653,0.00167852918170539
"40",73.8367346938775,0.00202095610357489
"41",75.6530612244898,0.000941834598136018
"42",77.469387755102,0.000604217972537019
"43",79.2857142857143,0.000454599323424087
"44",81.1020408163265,0.000172401634094153
"45",82.9183673469388,2.86601057002556e-05
"46",84.734693877551,8.20865871012498e-05
"47",86.5510204081633,1.85552594080965e-05
"48",88.3673469387755,0
"49",90.1836734693878,0
"50",92,0
