"","variable","Heuchera_puberula_avg"
"1",169,3.44454264940513e-07
"2",171.918367346939,1.57432692092943e-05
"3",174.836734693878,0.000114598240902189
"4",177.755102040816,0.000590787735383617
"5",180.673469387755,0.00548106905962763
"6",183.591836734694,0.0107303993679413
"7",186.510204081633,0.0142559846651579
"8",189.428571428571,0.0305658975227438
"9",192.34693877551,0.046493330486837
"10",195.265306122449,0.0555337681823747
"11",198.183673469388,0.0470760544603372
"12",201.102040816327,0.0411169756042453
"13",204.020408163265,0.0514914486870856
"14",206.938775510204,0.0666314323491422
"15",209.857142857143,0.0585646140861812
"16",212.775510204082,0.0486801273858261
"17",215.69387755102,0.0358338062501034
"18",218.612244897959,0.0269744686718055
"19",221.530612244898,0.0196273344714374
"20",224.448979591837,0.0222530279670021
"21",227.367346938776,0.0224713779103747
"22",230.285714285714,0.0246509125366575
"23",233.204081632653,0.028630001655542
"24",236.122448979592,0.0287123175001823
"25",239.040816326531,0.0282208453418035
"26",241.959183673469,0.0264202294478387
"27",244.877551020408,0.02361698564756
"28",247.795918367347,0.0239440105937126
"29",250.714285714286,0.0237891769528938
"30",253.632653061224,0.027328038465764
"31",256.551020408163,0.0415546624820569
"32",259.469387755102,0.0322536796677382
"33",262.387755102041,0.0390737420177363
"34",265.30612244898,0.0300408705889596
"35",268.224489795918,0.00735318534523281
"36",271.142857142857,0.00426873683867459
"37",274.061224489796,0.00287606596884633
"38",276.979591836735,0.00107817407652843
"39",279.897959183673,0.000470356490775428
"40",282.816326530612,0.000417544348640246
"41",285.734693877551,0.00018958967892286
"42",288.65306122449,0.000158448418027261
"43",291.571428571429,8.55858607525552e-05
"44",294.489795918367,4.8720195773007e-05
"45",297.408163265306,7.52690222591597e-05
"46",300.326530612245,7.94120982718765e-05
"47",303.244897959184,0.000106146542802373
"48",306.163265306122,5.35345868477204e-05
"49",309.081632653061,1.16680121680183e-06
"50",312,0
