"","variable","Heuchera_pubescens_avg"
"1",0,0.631834028210091
"2",1.28571428571429,0.00427543729349142
"3",2.57142857142857,0.047813572151448
"4",3.85714285714286,0.031268753014152
"5",5.14285714285714,0.030901167326399
"6",6.42857142857143,0.0807364505140208
"7",7.71428571428572,0.0358125587808583
"8",9,0.0289938511631158
"9",10.2857142857143,0.0219928376929266
"10",11.5714285714286,0.0309084241054978
"11",12.8571428571429,0.0109270595370335
"12",14.1428571428571,0.00923386048323135
"13",15.4285714285714,0.0132778685155204
"14",16.7142857142857,0.00525220026825759
"15",18,0.00361077633629949
"16",19.2857142857143,0.0032667707037269
"17",20.5714285714286,0.00318207376687872
"18",21.8571428571429,0.00135910568320733
"19",23.1428571428571,0.00106158977971736
"20",24.4285714285714,0.00162273564053325
"21",25.7142857142857,0.000787185497734692
"22",27,0.000358250630707463
"23",28.2857142857143,0.000398175091138797
"24",29.5714285714286,0.000479291650892638
"25",30.8571428571429,0.000116137700153261
"26",32.1428571428571,0.000161692389477289
"27",33.4285714285714,0.000216578467193838
"28",34.7142857142857,3.32572607095652e-05
"29",36,4.38978294079251e-05
"30",37.2857142857143,1.54904085018669e-05
"31",38.5714285714286,3.82431988147859e-05
"32",39.8571428571429,8.02017936209562e-06
"33",41.1428571428571,2.27916581269013e-06
"34",42.4285714285714,4.94343243471649e-06
"35",43.7142857142857,1.13282475846773e-06
"36",45,1.66329455908075e-06
"37",46.2857142857143,1.43227642747881e-07
"38",47.5714285714286,1.58366868384045e-06
"39",48.8571428571429,1.26207451443037e-07
"40",50.1428571428571,2.43035501167237e-07
"41",51.4285714285714,5.43872654504259e-07
"42",52.7142857142857,0
"43",54,0
"44",55.2857142857143,0
"45",56.5714285714286,0
"46",57.8571428571429,0
"47",59.1428571428571,0
"48",60.4285714285714,0
"49",61.7142857142857,0
"50",63,0
