"","variable","Heuchera_elegans_avg"
"1",171,1.59977328045068e-06
"2",175.265306122449,1.7093717466064e-05
"3",179.530612244898,6.58081787374014e-05
"4",183.795918367347,9.57385814489165e-05
"5",188.061224489796,0.000155175855714831
"6",192.326530612245,0.000105303660037596
"7",196.591836734694,0.000114806889684852
"8",200.857142857143,0.000117687363039129
"9",205.122448979592,0.000120567533535059
"10",209.387755102041,0.000143238640006356
"11",213.65306122449,0.000140626850901536
"12",217.918367346939,0.00011774265329776
"13",222.183673469388,0.000156781806076557
"14",226.448979591837,0.000172232056493512
"15",230.714285714286,0.000249169929459716
"16",234.979591836735,0.000506627525071365
"17",239.244897959184,0.000512453985482901
"18",243.510204081633,0.000775915870446271
"19",247.775510204082,0.000817865864229623
"20",252.040816326531,0.00105535578697147
"21",256.30612244898,0.000494938761182466
"22",260.571428571429,0.00074195445834687
"23",264.836734693878,0.00170020067863252
"24",269.102040816327,0.00542320776308415
"25",273.367346938776,0.00956919638189786
"26",277.632653061224,0.0160338749564773
"27",281.897959183673,0.0454912869122225
"28",286.163265306122,0.0495067853047428
"29",290.428571428571,0.0637756244352917
"30",294.69387755102,0.0939226175234145
"31",298.959183673469,0.154834283401574
"32",303.224489795918,0.124058695318747
"33",307.489795918367,0.108743545568958
"34",311.755102040816,0.0845222485393876
"35",316.020408163265,0.0857216837601264
"36",320.285714285714,0.0478724887735821
"37",324.551020408163,0.0324608986048208
"38",328.816326530612,0.031155351954572
"39",333.081632653061,0.0276468231017266
"40",337.34693877551,0.00713322371521956
"41",341.612244897959,0.00233689241357586
"42",345.877551020408,0.000944886387557798
"43",350.142857142857,0.00024245875011723
"44",354.408163265306,0.000109398385203307
"45",358.673469387755,5.73222747674977e-05
"46",362.938775510204,3.37277855733523e-05
"47",367.204081632653,1.72166037763263e-05
"48",371.469387755102,6.30952841220797e-06
"49",375.734693877551,1.03240431759396e-06
"50",380,3.30313113814921e-08
