"","variable","Heuchera_elegans_avg"
"1",-1,0.000428447130003334
"2",67.9795918367347,0.00036999391157479
"3",136.959183673469,0.000388311184378899
"4",205.938775510204,0.000615409727956321
"5",274.918367346939,0.00139338282088566
"6",343.897959183673,0.00168488892191373
"7",412.877551020408,0.00194913954272949
"8",481.857142857143,0.00276338055624689
"9",550.836734693878,0.00365826697210335
"10",619.816326530612,0.00489925719710228
"11",688.795918367347,0.00598890276774551
"12",757.775510204082,0.0107414562182124
"13",826.755102040816,0.0119541502179617
"14",895.734693877551,0.0162818703893224
"15",964.714285714286,0.0171403306021985
"16",1033.69387755102,0.0205189609305635
"17",1102.67346938776,0.025753734553551
"18",1171.65306122449,0.0305059890517542
"19",1240.63265306122,0.0370334244181124
"20",1309.61224489796,0.0417867413899206
"21",1378.59183673469,0.0417184986005315
"22",1447.57142857143,0.0441177980864171
"23",1516.55102040816,0.0478206718470367
"24",1585.5306122449,0.0543680143356639
"25",1654.51020408163,0.0528124744779411
"26",1723.48979591837,0.0545798875693906
"27",1792.4693877551,0.0495692454902073
"28",1861.44897959184,0.0471160782687094
"29",1930.42857142857,0.0316194606076277
"30",1999.40816326531,0.0395957802067459
"31",2068.38775510204,0.0411671355950586
"32",2137.36734693878,0.0439922573465261
"33",2206.34693877551,0.0382011039854349
"34",2275.32653061224,0.0363241798353819
"35",2344.30612244898,0.0301982686991701
"36",2413.28571428571,0.0376019981988747
"37",2482.26530612245,0.0223681845686044
"38",2551.24489795918,0.0148098291424923
"39",2620.22448979592,0.0123698980333839
"40",2689.20408163265,0.0066949310799894
"41",2758.18367346939,0.00599917868296424
"42",2827.16326530612,0.00396189998382276
"43",2896.14285714286,0.00205244476536995
"44",2965.12244897959,0.00146052035591806
"45",3034.10204081633,0.00221468808834078
"46",3103.08163265306,0.000813623504749717
"47",3172.0612244898,0.000406317478775142
"48",3241.04081632653,0.000189592660635017
"49",3310.02040816327,0
"50",3379,0
