"","variable","Heuchera_puberula_avg"
"1",19,0
"2",19.7244897959184,3.90476875825335e-07
"3",20.4489795918367,5.96573425597929e-08
"4",21.1734693877551,4.97262835309762e-07
"5",21.8979591836735,1.27468680731529e-06
"6",22.6224489795918,1.44110597627245e-07
"7",23.3469387755102,8.94984134758168e-06
"8",24.0714285714286,6.85176879927108e-06
"9",24.7959183673469,3.98226967361426e-06
"10",25.5204081632653,8.50561883520194e-06
"11",26.2448979591837,1.44853866487453e-05
"12",26.969387755102,5.42137577812784e-06
"13",27.6938775510204,2.51815327520552e-05
"14",28.4183673469388,2.74440154872688e-05
"15",29.1428571428571,0.000763904482621743
"16",29.8673469387755,0.00372590400461362
"17",30.5918367346939,0.0119990401424239
"18",31.3163265306122,0.0275373461707947
"19",32.0408163265306,0.067288951817981
"20",32.765306122449,0.0860083744857857
"21",33.4897959183673,0.0559449313289973
"22",34.2142857142857,0.0761740704564639
"23",34.9387755102041,0.0636995897445708
"24",35.6632653061225,0.0633937924367283
"25",36.3877551020408,0.0862368191015197
"26",37.1122448979592,0.0722754552763768
"27",37.8367346938776,0.102364468489762
"28",38.5612244897959,0.0608637401586841
"29",39.2857142857143,0.0632878341883375
"30",40.0102040816327,0.0410168628992568
"31",40.734693877551,0.0316052931451895
"32",41.4591836734694,0.0233421934354637
"33",42.1836734693878,0.0189261248313082
"34",42.9081632653061,0.0108443580081455
"35",43.6326530612245,0.0082047179828484
"36",44.3571428571429,0.00931857040078999
"37",45.0816326530612,0.00376963833588207
"38",45.8061224489796,0.00440824421246596
"39",46.530612244898,0.00281752015302529
"40",47.2551020408163,0.00143737806309045
"41",47.9795918367347,0.000772722655423262
"42",48.7040816326531,0.000975972912387152
"43",49.4285714285714,0.000577648107083512
"44",50.1530612244898,0.000242818313234281
"45",50.8775510204082,5.5328087704906e-05
"46",51.6020408163265,1.71981672596443e-05
"47",52.3265306122449,0
"48",53.0510204081633,0
"49",53.7755102040816,0
"50",54.5,0
