"","variable","Heuchera_soltisii"
"1",18,0.0833333333333333333333333333333333333333333333
"2",11,0.0833333333333333333333333333333333333333333333
"3",18,0.0833333333333333333333333333333333333333333333
"4",56,0.0833333333333333333333333333333333333333333333
"5",64,0.0833333333333333333333333333333333333333333333
"6",72,0.0833333333333333333333333333333333333333333333
"7",54,0.0833333333333333333333333333333333333333333333
"8",47,0.0833333333333333333333333333333333333333333333
"9",41,0.0833333333333333333333333333333333333333333333
"10",49,0.0833333333333333333333333333333333333333333333
"11",20,0.0833333333333333333333333333333333333333333333
"12",21,0.0833333333333333333333333333333333333333333333
