"","variable","Heuchera_versicolor_avg"
"1",189,0
"2",194.122448979592,5.7862916007768e-05
"3",199.244897959184,0.000170320030325999
"4",204.367346938776,0.000429007295664924
"5",209.489795918367,0.000981293023955225
"6",214.612244897959,0.00163236672583849
"7",219.734693877551,0.00272098440843407
"8",224.857142857143,0.00389168522292194
"9",229.979591836735,0.00480917560641524
"10",235.102040816327,0.00418040513634033
"11",240.224489795918,0.00407132337322422
"12",245.34693877551,0.00528337573507934
"13",250.469387755102,0.00622748486819549
"14",255.591836734694,0.0049097708518395
"15",260.714285714286,0.00678239221471443
"16",265.836734693878,0.00951367747564931
"17",270.959183673469,0.0120820821044064
"18",276.081632653061,0.0141459831011125
"19",281.204081632653,0.0131930914346081
"20",286.326530612245,0.0132157685101668
"21",291.448979591837,0.0184176411899878
"22",296.571428571429,0.0221656549329425
"23",301.69387755102,0.0233117387931958
"24",306.816326530612,0.0300856784610719
"25",311.938775510204,0.0316009674250461
"26",317.061224489796,0.0291834664790423
"27",322.183673469388,0.0285386861167638
"28",327.30612244898,0.0331356479756006
"29",332.428571428571,0.0385269986956587
"30",337.551020408163,0.0587895073357563
"31",342.673469387755,0.0554771402037262
"32",347.795918367347,0.0660928049463505
"33",352.918367346939,0.0774579483089137
"34",358.040816326531,0.0773259616990454
"35",363.163265306122,0.0729711401373232
"36",368.285714285714,0.0566015158460703
"37",373.408163265306,0.0422646910562508
"38",378.530612244898,0.0376288918194967
"39",383.65306122449,0.0298101140212297
"40",388.775510204082,0.0225131114796357
"41",393.897959183673,0.0160155875502785
"42",399.020408163265,0.0110952240415969
"43",404.142857142857,0.0050033796002794
"44",409.265306122449,0.0032392343321724
"45",414.387755102041,0.00218425219632617
"46",419.510204081633,0.00145336070334845
"47",424.632653061224,0.000472790466029086
"48",429.755102040816,0.000221928355183761
"49",434.877551020408,0.000100702716263305
"50",440,1.61830805140721e-05
