"","variable","Heuchera_soltisii"
"1",313,0.0833333333333333333333333333333333333333333333
"2",337,0.0833333333333333333333333333333333333333333333
"3",343,0.0833333333333333333333333333333333333333333333
"4",369,0.0833333333333333333333333333333333333333333333
"5",358,0.0833333333333333333333333333333333333333333333
"6",326,0.0833333333333333333333333333333333333333333333
"7",320,0.0833333333333333333333333333333333333333333333
"8",366,0.0833333333333333333333333333333333333333333333
"9",377,0.0833333333333333333333333333333333333333333333
"10",372,0.0833333333333333333333333333333333333333333333
"11",366,0.0833333333333333333333333333333333333333333333
"12",339,0.0833333333333333333333333333333333333333333333
