"","variable","Heuchera_maxima_avg"
"1",0,0.032179715077163
"2",0.408586268522302,0.0371178155210618
"3",0.817172537044604,0.0549649948802305
"4",1.22575880556691,0.0486691800686046
"5",1.63434507408921,0.0732552280238733
"6",2.04293134261151,0.0783336110827825
"7",2.45151761113381,0.111350645833313
"8",2.86010387965611,0.0725016810727979
"9",3.26869014817842,0.0793605600313512
"10",3.67727641670072,0.100286619510393
"11",4.08586268522302,0.0479649973739708
"12",4.49444895374532,0.0295682408730485
"13",4.90303522226762,0.0494529228640962
"14",5.31162149078993,0.0267679923132611
"15",5.72020775931223,0.0286121607027676
"16",6.12879402783453,0.0414807591724824
"17",6.53738029635683,0.0120005080070601
"18",6.94596656487913,0.00735505710705849
"19",7.35455283340144,0.00840223033056041
"20",7.76313910192374,0.00969956523558046
"21",8.17172537044604,0.00459950907835162
"22",8.58031163896834,0.0100496347935017
"23",8.98889790749064,0.00799176797107848
"24",9.39748417601295,0.0130738510460004
"25",9.80607044453525,0.000296637045281973
"26",10.2146567130576,0.00363073723067102
"27",10.6232429815799,0.0011495778459168
"28",11.0318292501022,0.00600849715242957
"29",11.4404155186245,0.00223938918941506
"30",11.8490017871468,0.00132279918725537
"31",12.2575880556691,6.25868278350465e-05
"32",12.6661743241914,3.64800182737819e-05
"33",13.0747605927137,5.38306986546917e-05
"34",13.483346861236,2.06234951248326e-05
"35",13.8919331297583,1.24185426498603e-05
"36",14.3005193982806,5.33380168827432e-05
"37",14.7091056668029,1.35039883487791e-05
"38",15.1176919353252,2.51533018639606e-05
"39",15.5262782038475,1.86853617335892e-05
"40",15.9348644723698,4.94258091812233e-06
"41",16.3434507408921,4.79013397371455e-06
"42",16.7520370094144,4.91117656922161e-07
"43",17.1606232779367,2.21634195646215e-06
"44",17.569209546459,2.51968942149447e-06
"45",17.9777958149813,2.8437063752934e-10
"46",18.3863820835036,1.5322428232019e-06
"47",18.7949683520259,0
"48",19.2035546205482,4.92209415601706e-10
"49",19.6121408890705,4.15800501838656e-10
"50",20.0207271575928,8.28142926659422e-10
