"","variable","Mitella_diphylla_avg"
"1",289,0
"2",293,0
"3",297,0
"4",301,0
"5",305,3.4312288444839e-05
"6",309,0.000285775965937586
"7",313,0.000802354989033343
"8",317,0.00158899168847777
"9",321,0.00204158323351563
"10",325,0.00269007220869704
"11",329,0.00368427542576629
"12",333,0.00551967616425656
"13",337,0.00987524673496652
"14",341,0.0175547412602668
"15",345,0.0219758034908769
"16",349,0.0278161975748424
"17",353,0.0336124889216274
"18",357,0.0394116268445689
"19",361,0.0703125037403928
"20",365,0.0883980968410466
"21",369,0.0660330020876923
"22",373,0.0539335558616647
"23",377,0.0522317142464061
"24",381,0.0454542980725232
"25",385,0.0503265406294398
"26",389,0.0476023898696623
"27",393,0.0445091455328294
"28",397,0.0403424288205389
"29",401,0.0332838061240344
"30",405,0.0371601341737003
"31",409,0.0383003757403114
"32",413,0.0407508553332516
"33",417,0.0297927357696946
"34",421,0.0177491335396516
"35",425,0.0126054085694802
"36",429,0.0107466589596018
"37",433,0.00911094221231032
"38",437,0.00777102163523507
"39",441,0.00589802372827785
"40",445,0.00465221603593475
"41",449,0.00649319165934433
"42",453,0.00713576521325682
"43",457,0.00356451709283586
"44",461,0.00329476964547289
"45",465,0.00308023166975584
"46",469,0.00137202309411339
"47",473,0.00099488462996821
"48",477,0.000188920794465844
"49",481,1.60860989840786e-05
"50",485,1.47578684475483e-06
