"","variable","Mitella_ovalis_avg"
"1",-101,0
"2",-95.5102040816327,0
"3",-90.0204081632653,0
"4",-84.530612244898,0
"5",-79.0408163265306,0
"6",-73.5510204081633,0
"7",-68.0612244897959,0
"8",-62.5714285714286,0
"9",-57.0816326530612,0
"10",-51.5918367346939,0
"11",-46.1020408163265,0
"12",-40.6122448979592,0
"13",-35.1224489795918,1.38032762384034e-05
"14",-29.6326530612245,1.46307218130705e-05
"15",-24.1428571428572,7.50825552139856e-06
"16",-18.6530612244898,2.50517199866999e-05
"17",-13.1632653061225,1.50844565397209e-05
"18",-7.67346938775511,2.51640802152797e-05
"19",-2.18367346938776,9.02524570339268e-05
"20",3.30612244897958,0.000259714346177364
"21",8.79591836734693,0.000538254623326052
"22",14.2857142857143,0.00105766949479507
"23",19.7755102040816,0.00156134843161602
"24",25.265306122449,0.00405030958389623
"25",30.7551020408163,0.00609866472497133
"26",36.2448979591837,0.0102857336541199
"27",41.734693877551,0.017657090567394
"28",47.2244897959183,0.0178928212016667
"29",52.7142857142857,0.0237662340563775
"30",58.204081632653,0.0227996990244533
"31",63.6938775510204,0.0358480342307511
"32",69.1836734693877,0.0343647257678076
"33",74.6734693877551,0.047949803586672
"34",80.1632653061224,0.0467940021390546
"35",85.6530612244898,0.0723575855582152
"36",91.1428571428571,0.08722899694263
"37",96.6326530612245,0.129930790385321
"38",102.122448979592,0.126017028246812
"39",107.612244897959,0.145142622666479
"40",113.102040816327,0.089575262387354
"41",118.591836734694,0.0388866337292815
"42",124.081632653061,0.0103372292199353
"43",129.571428571429,0.00908795122284504
"44",135.061224489796,0.0058995003655348
"45",140.551020408163,0.00734730587473737
"46",146.040816326531,0.00473282893344312
"47",151.530612244898,0.00134493793231171
"48",157.020408163265,0.000464643016901323
"49",162.510204081633,0.000453774099570582
"50",168,7.73090182008683e-05
